current_state,year,population,same_house,same_state,from_different_state_Total,abroad_Total,from,number_of_people,population_change
Alabama,2010,4729509,3987155,620465,108723,13166,Alabama,0,0
Alabama,2010,4729509,3987155,620465,108723,13166,Alaska,3013,0
Alabama,2010,4729509,3987155,620465,108723,13166,Arizona,676,0
Alabama,2010,4729509,3987155,620465,108723,13166,Arkansas,1481,0
Alabama,2010,4729509,3987155,620465,108723,13166,California,3827,0
Alabama,2010,4729509,3987155,620465,108723,13166,Colorado,1278,0
Alabama,2010,4729509,3987155,620465,108723,13166,Connecticut,454,0
Alabama,2010,4729509,3987155,620465,108723,13166,Delaware,811,0
Alabama,2010,4729509,3987155,620465,108723,13166,District of Columbia ,211,0
Alabama,2010,4729509,3987155,620465,108723,13166,Florida,15062,0
Alabama,2010,4729509,3987155,620465,108723,13166,Georgia,21644,0
Alabama,2010,4729509,3987155,620465,108723,13166,Hawaii,267,0
Alabama,2010,4729509,3987155,620465,108723,13166,Idaho,304,0
Alabama,2010,4729509,3987155,620465,108723,13166,Illinois,2503,0
Alabama,2010,4729509,3987155,620465,108723,13166,Indiana,3945,0
Alabama,2010,4729509,3987155,620465,108723,13166,Iowa,669,0
Alabama,2010,4729509,3987155,620465,108723,13166,Kansas,649,0
Alabama,2010,4729509,3987155,620465,108723,13166,Kentucky,1967,0
Alabama,2010,4729509,3987155,620465,108723,13166,Louisiana,1901,0
Alabama,2010,4729509,3987155,620465,108723,13166,Maine,97,0
Alabama,2010,4729509,3987155,620465,108723,13166,Maryland,716,0
Alabama,2010,4729509,3987155,620465,108723,13166,Massachusetts,435,0
Alabama,2010,4729509,3987155,620465,108723,13166,Michigan,2334,0
Alabama,2010,4729509,3987155,620465,108723,13166,Minnesota,386,0
Alabama,2010,4729509,3987155,620465,108723,13166,Mississippi,7233,0
Alabama,2010,4729509,3987155,620465,108723,13166,Missouri,1373,0
Alabama,2010,4729509,3987155,620465,108723,13166,Montana,229,0
Alabama,2010,4729509,3987155,620465,108723,13166,Nebraska,169,0
Alabama,2010,4729509,3987155,620465,108723,13166,Nevada,265,0
Alabama,2010,4729509,3987155,620465,108723,13166,New Hampshire,0,0
Alabama,2010,4729509,3987155,620465,108723,13166,New Jersey,356,0
Alabama,2010,4729509,3987155,620465,108723,13166,New Mexico,650,0
Alabama,2010,4729509,3987155,620465,108723,13166,New York,3686,0
Alabama,2010,4729509,3987155,620465,108723,13166,North Carolina,2371,0
Alabama,2010,4729509,3987155,620465,108723,13166,North Dakota,169,0
Alabama,2010,4729509,3987155,620465,108723,13166,Ohio,2222,0
Alabama,2010,4729509,3987155,620465,108723,13166,Oklahoma,880,0
Alabama,2010,4729509,3987155,620465,108723,13166,Oregon,485,0
Alabama,2010,4729509,3987155,620465,108723,13166,Pennsylvania,1477,0
Alabama,2010,4729509,3987155,620465,108723,13166,Rhode Island,0,0
Alabama,2010,4729509,3987155,620465,108723,13166,South Carolina,2368,0
Alabama,2010,4729509,3987155,620465,108723,13166,South Dakota,31,0
Alabama,2010,4729509,3987155,620465,108723,13166,Tennessee,7409,0
Alabama,2010,4729509,3987155,620465,108723,13166,Texas,6500,0
Alabama,2010,4729509,3987155,620465,108723,13166,Utah,1336,0
Alabama,2010,4729509,3987155,620465,108723,13166,Vermont,0,0
Alabama,2010,4729509,3987155,620465,108723,13166,Virginia,2490,0
Alabama,2010,4729509,3987155,620465,108723,13166,Washington,1171,0
Alabama,2010,4729509,3987155,620465,108723,13166,West Virginia,41,0
Alabama,2010,4729509,3987155,620465,108723,13166,Wisconsin,1155,0
Alabama,2010,4729509,3987155,620465,108723,13166,Wyoming,27,0
Alabama,2010,4729509,3987155,620465,108723,13166,abroad_PuertoRico,228,0
Alabama,2010,4729509,3987155,620465,108723,13166,abroad_USIslandArea,181,0
Alabama,2010,4729509,3987155,620465,108723,13166,abroad_ForeignCountry,12757,0
Alabama,2011,4745278,4024442,588293,117726,14817,Alabama,0,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,Alaska,1771,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,Arizona,1677,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,Arkansas,1642,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,California,3389,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,Colorado,348,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,Connecticut,2921,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,Delaware,232,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,District of Columbia ,399,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,Florida,20063,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,Georgia,19346,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,Hawaii,1259,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,Idaho,137,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,Illinois,6991,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,Indiana,1434,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,Iowa,30,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,Kansas,842,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,Kentucky,2686,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,Louisiana,2413,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,Maine,626,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,Maryland,1606,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,Massachusetts,112,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,Michigan,2797,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,Minnesota,327,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,Mississippi,3945,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,Missouri,1086,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,Montana,317,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,Nebraska,770,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,Nevada,257,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,New Hampshire,64,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,New Jersey,1996,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,New Mexico,119,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,New York,1108,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,North Carolina,2697,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,North Dakota,284,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,Ohio,2596,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,Oklahoma,973,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,Oregon,169,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,Pennsylvania,1075,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,Rhode Island,0,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,South Carolina,2036,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,South Dakota,90,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,Tennessee,8710,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,Texas,7973,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,Utah,300,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,Vermont,66,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,Virginia,4935,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,Washington,2621,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,West Virginia,65,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,Wisconsin,417,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,Wyoming,9,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,abroad_PuertoRico,569,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,abroad_USIslandArea,0,15769.0
Alabama,2011,4745278,4024442,588293,117726,14817,abroad_ForeignCountry,14248,15769.0
Alabama,2012,4764428,4054260,590326,104600,15242,Alabama,0,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,Alaska,1004,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,Arizona,962,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,Arkansas,660,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,California,3077,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,Colorado,1386,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,Connecticut,284,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,Delaware,42,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,District of Columbia ,162,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,Florida,11244,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,Georgia,19920,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,Hawaii,627,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,Idaho,493,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,Illinois,2722,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,Indiana,1347,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,Iowa,345,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,Kansas,865,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,Kentucky,2495,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,Louisiana,3104,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,Maine,67,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,Maryland,1513,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,Massachusetts,334,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,Michigan,2298,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,Minnesota,752,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,Mississippi,4952,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,Missouri,1555,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,Montana,101,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,Nebraska,151,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,Nevada,1009,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,New Hampshire,161,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,New Jersey,1702,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,New Mexico,459,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,New York,2709,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,North Carolina,5133,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,North Dakota,228,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,Ohio,1411,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,Oklahoma,194,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,Oregon,200,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,Pennsylvania,1837,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,Rhode Island,0,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,South Carolina,2811,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,South Dakota,518,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,Tennessee,10539,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,Texas,7468,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,Utah,579,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,Vermont,0,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,Virginia,3170,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,Washington,1034,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,West Virginia,128,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,Wisconsin,760,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,Wyoming,88,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,abroad_PuertoRico,619,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,abroad_USIslandArea,0,19150.0
Alabama,2012,4764428,4054260,590326,104600,15242,abroad_ForeignCountry,14623,19150.0
Alabama,2013,4781296,4067683,594583,104102,14928,Alabama,0,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,Alaska,1026,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,Arizona,1077,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,Arkansas,1108,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,California,4918,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,Colorado,698,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,Connecticut,439,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,Delaware,0,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,District of Columbia ,10,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,Florida,11518,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,Georgia,17867,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,Hawaii,718,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,Idaho,222,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,Illinois,3126,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,Indiana,1303,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,Iowa,699,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,Kansas,566,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,Kentucky,2498,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,Louisiana,1429,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,Maine,52,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,Maryland,960,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,Massachusetts,972,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,Michigan,2801,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,Minnesota,487,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,Mississippi,7706,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,Missouri,1501,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,Montana,537,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,Nebraska,173,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,Nevada,569,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,New Hampshire,0,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,New Jersey,743,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,New Mexico,1838,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,New York,2735,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,North Carolina,5663,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,North Dakota,148,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,Ohio,3678,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,Oklahoma,669,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,Oregon,228,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,Pennsylvania,1488,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,Rhode Island,121,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,South Carolina,1795,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,South Dakota,318,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,Tennessee,8806,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,Texas,4413,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,Utah,1881,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,Vermont,19,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,Virginia,3303,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,Washington,589,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,West Virginia,109,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,Wisconsin,296,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,Wyoming,282,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,abroad_PuertoRico,312,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,abroad_USIslandArea,156,16868.0
Alabama,2013,4781296,4067683,594583,104102,14928,abroad_ForeignCountry,14460,16868.0
Alabama,2014,4791931,4081522,589211,107919,13279,Alabama,0,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,Alaska,1136,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,Arizona,837,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,Arkansas,1450,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,California,5402,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,Colorado,2019,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,Connecticut,497,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,Delaware,116,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,District of Columbia ,123,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,Florida,14403,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,Georgia,20220,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,Hawaii,1034,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,Idaho,508,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,Illinois,2263,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,Indiana,2065,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,Iowa,231,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,Kansas,496,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,Kentucky,3718,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,Louisiana,2353,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,Maine,0,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,Maryland,1318,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,Massachusetts,601,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,Michigan,2559,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,Minnesota,264,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,Mississippi,5473,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,Missouri,2347,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,Montana,0,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,Nebraska,284,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,Nevada,617,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,New Hampshire,250,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,New Jersey,635,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,New Mexico,570,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,New York,2283,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,North Carolina,2418,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,North Dakota,0,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,Ohio,4577,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,Oklahoma,1218,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,Oregon,194,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,Pennsylvania,1444,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,Rhode Island,0,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,South Carolina,2255,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,South Dakota,0,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,Tennessee,7770,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,Texas,6422,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,Utah,599,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,Vermont,179,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,Virginia,1925,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,Washington,1143,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,West Virginia,1162,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,Wisconsin,234,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,Wyoming,307,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,abroad_PuertoRico,320,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,abroad_USIslandArea,46,10635.0
Alabama,2014,4791931,4081522,589211,107919,13279,abroad_ForeignCountry,12913,10635.0
Alabama,2015,4801599,4113945,561019,114876,11759,Alabama,0,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,Alaska,767,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,Arizona,1865,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,Arkansas,2329,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,California,3397,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,Colorado,1927,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,Connecticut,894,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,Delaware,77,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,District of Columbia ,521,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,Florida,15755,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,Georgia,27433,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,Hawaii,399,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,Idaho,0,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,Illinois,2400,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,Indiana,1184,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,Iowa,478,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,Kansas,1277,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,Kentucky,1365,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,Louisiana,1566,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,Maine,97,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,Maryland,1435,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,Massachusetts,446,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,Michigan,2540,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,Minnesota,193,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,Mississippi,7442,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,Missouri,1174,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,Montana,120,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,Nebraska,339,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,Nevada,539,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,New Hampshire,166,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,New Jersey,193,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,New Mexico,773,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,New York,2061,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,North Carolina,3974,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,North Dakota,1162,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,Ohio,1513,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,Oklahoma,725,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,Oregon,593,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,Pennsylvania,2690,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,Rhode Island,43,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,South Carolina,1968,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,South Dakota,103,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,Tennessee,7206,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,Texas,6469,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,Utah,362,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,Vermont,173,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,Virginia,4772,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,Washington,871,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,West Virginia,445,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,Wisconsin,491,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,Wyoming,164,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,abroad_PuertoRico,51,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,abroad_USIslandArea,0,9668.0
Alabama,2015,4801599,4113945,561019,114876,11759,abroad_ForeignCountry,11708,9668.0
Alabama,2016,4810126,4141850,529994,122220,16062,Alabama,0,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,Alaska,576,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,Arizona,1022,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,Arkansas,495,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,California,6611,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,Colorado,2177,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,Connecticut,566,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,Delaware,0,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,District of Columbia ,97,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,Florida,16631,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,Georgia,23008,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,Hawaii,1695,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,Idaho,212,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,Illinois,3707,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,Indiana,1445,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,Iowa,671,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,Kansas,1261,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,Kentucky,1590,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,Louisiana,1508,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,Maine,151,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,Maryland,1903,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,Massachusetts,330,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,Michigan,2195,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,Minnesota,122,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,Mississippi,7602,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,Missouri,2746,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,Montana,294,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,Nebraska,33,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,Nevada,254,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,New Hampshire,0,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,New Jersey,812,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,New Mexico,826,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,New York,3047,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,North Carolina,6419,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,North Dakota,0,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,Ohio,2694,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,Oklahoma,1169,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,Oregon,498,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,Pennsylvania,1008,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,Rhode Island,0,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,South Carolina,2952,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,South Dakota,52,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,Tennessee,9960,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,Texas,7689,8527.0
Alabama,2016,4810126,4141850,529994,122220,16062,Utah,525,8527.0
