current_state,year,population,same_house,same_state,from_different_state_Total,abroad_Total,from,number_of_people,population_change
California,2010,36907897,30790221,5413287,444749,259640,Arizona,33854,0
California,2010,36907897,30790221,5413287,444749,259640,Arkansas,4172,0
California,2010,36907897,30790221,5413287,444749,259640,California,0,0
California,2010,36907897,30790221,5413287,444749,259640,Colorado,15662,0
California,2010,36907897,30790221,5413287,444749,259640,Connecticut,4631,0
California,2010,36907897,30790221,5413287,444749,259640,Delaware,643,0
California,2010,36907897,30790221,5413287,444749,259640,District of Columbia ,3683,0
California,2010,36907897,30790221,5413287,444749,259640,Florida,20362,0
California,2010,36907897,30790221,5413287,444749,259640,Georgia,8820,0
California,2010,36907897,30790221,5413287,444749,259640,Hawaii,9528,0
California,2010,36907897,30790221,5413287,444749,259640,Idaho,5719,0
California,2010,36907897,30790221,5413287,444749,259640,Illinois,16482,0
California,2010,36907897,30790221,5413287,444749,259640,Indiana,6550,0
California,2010,36907897,30790221,5413287,444749,259640,Iowa,3163,0
California,2010,36907897,30790221,5413287,444749,259640,Kansas,3857,0
California,2010,36907897,30790221,5413287,444749,259640,Kentucky,3394,0
California,2010,36907897,30790221,5413287,444749,259640,Louisiana,2989,0
California,2010,36907897,30790221,5413287,444749,259640,Maine,1796,0
California,2010,36907897,30790221,5413287,444749,259640,Maryland,10626,0
California,2010,36907897,30790221,5413287,444749,259640,Massachusetts,11969,0
California,2010,36907897,30790221,5413287,444749,259640,Michigan,10435,0
California,2010,36907897,30790221,5413287,444749,259640,Minnesota,5095,0
California,2010,36907897,30790221,5413287,444749,259640,Mississippi,2757,0
California,2010,36907897,30790221,5413287,444749,259640,Missouri,6921,0
California,2010,36907897,30790221,5413287,444749,259640,Montana,3009,0
California,2010,36907897,30790221,5413287,444749,259640,Nebraska,3062,0
California,2010,36907897,30790221,5413287,444749,259640,Nevada,27724,0
California,2010,36907897,30790221,5413287,444749,259640,New Hampshire,1614,0
California,2010,36907897,30790221,5413287,444749,259640,New Jersey,10108,0
California,2010,36907897,30790221,5413287,444749,259640,New Mexico,4632,0
California,2010,36907897,30790221,5413287,444749,259640,New York,20981,0
California,2010,36907897,30790221,5413287,444749,259640,North Carolina,9593,0
California,2010,36907897,30790221,5413287,444749,259640,North Dakota,392,0
California,2010,36907897,30790221,5413287,444749,259640,Ohio,8170,0
California,2010,36907897,30790221,5413287,444749,259640,Oklahoma,5708,0
California,2010,36907897,30790221,5413287,444749,259640,Oregon,20913,0
California,2010,36907897,30790221,5413287,444749,259640,Pennsylvania,9948,0
California,2010,36907897,30790221,5413287,444749,259640,Rhode Island,526,0
California,2010,36907897,30790221,5413287,444749,259640,South Carolina,5016,0
California,2010,36907897,30790221,5413287,444749,259640,South Dakota,1604,0
California,2010,36907897,30790221,5413287,444749,259640,Tennessee,4349,0
California,2010,36907897,30790221,5413287,444749,259640,Texas,36582,0
California,2010,36907897,30790221,5413287,444749,259640,Utah,10653,0
California,2010,36907897,30790221,5413287,444749,259640,Vermont,525,0
California,2010,36907897,30790221,5413287,444749,259640,Virginia,14232,0
California,2010,36907897,30790221,5413287,444749,259640,Washington,30544,0
California,2010,36907897,30790221,5413287,444749,259640,West Virginia,1446,0
California,2010,36907897,30790221,5413287,444749,259640,Wisconsin,6031,0
California,2010,36907897,30790221,5413287,444749,259640,Wyoming,1336,0
California,2010,36907897,30790221,5413287,444749,259640,abroad_PuertoRico,1223,0
California,2010,36907897,30790221,5413287,444749,259640,abroad_USIslandArea,5123,0
California,2010,36907897,30790221,5413287,444749,259640,abroad_ForeignCountry,253294,0
California,2011,37222678,31213310,5271168,468428,269772,Alabama,2087,314781.0
California,2011,37222678,31213310,5271168,468428,269772,Alaska,7358,314781.0
California,2011,37222678,31213310,5271168,468428,269772,Arizona,35650,314781.0
California,2011,37222678,31213310,5271168,468428,269772,Arkansas,2648,314781.0
California,2011,37222678,31213310,5271168,468428,269772,California,0,314781.0
California,2011,37222678,31213310,5271168,468428,269772,Colorado,21245,314781.0
California,2011,37222678,31213310,5271168,468428,269772,Connecticut,3073,314781.0
California,2011,37222678,31213310,5271168,468428,269772,Delaware,1302,314781.0
California,2011,37222678,31213310,5271168,468428,269772,District of Columbia ,3240,314781.0
California,2011,37222678,31213310,5271168,468428,269772,Florida,22094,314781.0
California,2011,37222678,31213310,5271168,468428,269772,Georgia,13303,314781.0
California,2011,37222678,31213310,5271168,468428,269772,Hawaii,9864,314781.0
California,2011,37222678,31213310,5271168,468428,269772,Idaho,4796,314781.0
California,2011,37222678,31213310,5271168,468428,269772,Illinois,20834,314781.0
California,2011,37222678,31213310,5271168,468428,269772,Indiana,4673,314781.0
California,2011,37222678,31213310,5271168,468428,269772,Iowa,3324,314781.0
California,2011,37222678,31213310,5271168,468428,269772,Kansas,2810,314781.0
California,2011,37222678,31213310,5271168,468428,269772,Kentucky,1201,314781.0
California,2011,37222678,31213310,5271168,468428,269772,Louisiana,3600,314781.0
California,2011,37222678,31213310,5271168,468428,269772,Maine,1658,314781.0
California,2011,37222678,31213310,5271168,468428,269772,Maryland,7793,314781.0
California,2011,37222678,31213310,5271168,468428,269772,Massachusetts,10244,314781.0
California,2011,37222678,31213310,5271168,468428,269772,Michigan,12069,314781.0
California,2011,37222678,31213310,5271168,468428,269772,Minnesota,5687,314781.0
California,2011,37222678,31213310,5271168,468428,269772,Mississippi,2092,314781.0
California,2011,37222678,31213310,5271168,468428,269772,Missouri,7677,314781.0
California,2011,37222678,31213310,5271168,468428,269772,Montana,2599,314781.0
California,2011,37222678,31213310,5271168,468428,269772,Nebraska,1955,314781.0
California,2011,37222678,31213310,5271168,468428,269772,Nevada,36159,314781.0
California,2011,37222678,31213310,5271168,468428,269772,New Hampshire,1222,314781.0
California,2011,37222678,31213310,5271168,468428,269772,New Jersey,8053,314781.0
California,2011,37222678,31213310,5271168,468428,269772,New Mexico,5904,314781.0
California,2011,37222678,31213310,5271168,468428,269772,New York,25629,314781.0
California,2011,37222678,31213310,5271168,468428,269772,North Carolina,8708,314781.0
California,2011,37222678,31213310,5271168,468428,269772,North Dakota,1392,314781.0
California,2011,37222678,31213310,5271168,468428,269772,Ohio,10474,314781.0
California,2011,37222678,31213310,5271168,468428,269772,Oklahoma,5113,314781.0
California,2011,37222678,31213310,5271168,468428,269772,Oregon,18165,314781.0
California,2011,37222678,31213310,5271168,468428,269772,Pennsylvania,8550,314781.0
California,2011,37222678,31213310,5271168,468428,269772,Rhode Island,1103,314781.0
California,2011,37222678,31213310,5271168,468428,269772,South Carolina,5758,314781.0
California,2011,37222678,31213310,5271168,468428,269772,South Dakota,1004,314781.0
California,2011,37222678,31213310,5271168,468428,269772,Tennessee,8761,314781.0
California,2011,37222678,31213310,5271168,468428,269772,Texas,37087,314781.0
California,2011,37222678,31213310,5271168,468428,269772,Utah,8944,314781.0
California,2011,37222678,31213310,5271168,468428,269772,Vermont,745,314781.0
California,2011,37222678,31213310,5271168,468428,269772,Virginia,15753,314781.0
California,2011,37222678,31213310,5271168,468428,269772,Washington,36481,314781.0
California,2011,37222678,31213310,5271168,468428,269772,West Virginia,832,314781.0
California,2011,37222678,31213310,5271168,468428,269772,Wisconsin,5668,314781.0
California,2011,37222678,31213310,5271168,468428,269772,Wyoming,2047,314781.0
California,2011,37222678,31213310,5271168,468428,269772,abroad_PuertoRico,1344,314781.0
California,2011,37222678,31213310,5271168,468428,269772,abroad_USIslandArea,2817,314781.0
California,2011,37222678,31213310,5271168,468428,269772,abroad_ForeignCountry,265611,314781.0
California,2012,37572738,31777868,5046618,493641,254611,Alabama,2509,350060.0
California,2012,37572738,31777868,5046618,493641,254611,Alaska,6995,350060.0
California,2012,37572738,31777868,5046618,493641,254611,Arizona,38916,350060.0
California,2012,37572738,31777868,5046618,493641,254611,Arkansas,3472,350060.0
California,2012,37572738,31777868,5046618,493641,254611,California,0,350060.0
California,2012,37572738,31777868,5046618,493641,254611,Colorado,15150,350060.0
California,2012,37572738,31777868,5046618,493641,254611,Connecticut,6764,350060.0
California,2012,37572738,31777868,5046618,493641,254611,Delaware,474,350060.0
California,2012,37572738,31777868,5046618,493641,254611,District of Columbia ,3199,350060.0
California,2012,37572738,31777868,5046618,493641,254611,Florida,21004,350060.0
California,2012,37572738,31777868,5046618,493641,254611,Georgia,10790,350060.0
California,2012,37572738,31777868,5046618,493641,254611,Hawaii,11906,350060.0
California,2012,37572738,31777868,5046618,493641,254611,Idaho,5331,350060.0
California,2012,37572738,31777868,5046618,493641,254611,Illinois,21251,350060.0
California,2012,37572738,31777868,5046618,493641,254611,Indiana,5891,350060.0
California,2012,37572738,31777868,5046618,493641,254611,Iowa,2284,350060.0
California,2012,37572738,31777868,5046618,493641,254611,Kansas,2790,350060.0
California,2012,37572738,31777868,5046618,493641,254611,Kentucky,3763,350060.0
California,2012,37572738,31777868,5046618,493641,254611,Louisiana,5180,350060.0
California,2012,37572738,31777868,5046618,493641,254611,Maine,1256,350060.0
California,2012,37572738,31777868,5046618,493641,254611,Maryland,7902,350060.0
California,2012,37572738,31777868,5046618,493641,254611,Massachusetts,14356,350060.0
California,2012,37572738,31777868,5046618,493641,254611,Michigan,8921,350060.0
California,2012,37572738,31777868,5046618,493641,254611,Minnesota,8539,350060.0
California,2012,37572738,31777868,5046618,493641,254611,Mississippi,2556,350060.0
California,2012,37572738,31777868,5046618,493641,254611,Missouri,6729,350060.0
California,2012,37572738,31777868,5046618,493641,254611,Montana,3060,350060.0
California,2012,37572738,31777868,5046618,493641,254611,Nebraska,3302,350060.0
California,2012,37572738,31777868,5046618,493641,254611,Nevada,27968,350060.0
California,2012,37572738,31777868,5046618,493641,254611,New Hampshire,1327,350060.0
California,2012,37572738,31777868,5046618,493641,254611,New Jersey,12057,350060.0
California,2012,37572738,31777868,5046618,493641,254611,New Mexico,5921,350060.0
California,2012,37572738,31777868,5046618,493641,254611,New York,31261,350060.0
California,2012,37572738,31777868,5046618,493641,254611,North Carolina,11195,350060.0
California,2012,37572738,31777868,5046618,493641,254611,North Dakota,1827,350060.0
California,2012,37572738,31777868,5046618,493641,254611,Ohio,10653,350060.0
California,2012,37572738,31777868,5046618,493641,254611,Oklahoma,6671,350060.0
California,2012,37572738,31777868,5046618,493641,254611,Oregon,22724,350060.0
California,2012,37572738,31777868,5046618,493641,254611,Pennsylvania,10466,350060.0
California,2012,37572738,31777868,5046618,493641,254611,Rhode Island,1648,350060.0
California,2012,37572738,31777868,5046618,493641,254611,South Carolina,4110,350060.0
California,2012,37572738,31777868,5046618,493641,254611,South Dakota,826,350060.0
California,2012,37572738,31777868,5046618,493641,254611,Tennessee,5802,350060.0
California,2012,37572738,31777868,5046618,493641,254611,Texas,43005,350060.0
California,2012,37572738,31777868,5046618,493641,254611,Utah,12172,350060.0
California,2012,37572738,31777868,5046618,493641,254611,Vermont,544,350060.0
California,2012,37572738,31777868,5046618,493641,254611,Virginia,15625,350060.0
California,2012,37572738,31777868,5046618,493641,254611,Washington,34569,350060.0
California,2012,37572738,31777868,5046618,493641,254611,West Virginia,1413,350060.0
California,2012,37572738,31777868,5046618,493641,254611,Wisconsin,5681,350060.0
California,2012,37572738,31777868,5046618,493641,254611,Wyoming,1886,350060.0
California,2012,37572738,31777868,5046618,493641,254611,abroad_PuertoRico,2323,350060.0
California,2012,37572738,31777868,5046618,493641,254611,abroad_USIslandArea,1483,350060.0
California,2012,37572738,31777868,5046618,493641,254611,abroad_ForeignCountry,250805,350060.0
California,2013,37873189,32197933,4898331,485477,291448,Alabama,2958,300451.0
California,2013,37873189,32197933,4898331,485477,291448,Alaska,8457,300451.0
California,2013,37873189,32197933,4898331,485477,291448,Arizona,36567,300451.0
California,2013,37873189,32197933,4898331,485477,291448,Arkansas,3687,300451.0
California,2013,37873189,32197933,4898331,485477,291448,California,0,300451.0
California,2013,37873189,32197933,4898331,485477,291448,Colorado,16151,300451.0
California,2013,37873189,32197933,4898331,485477,291448,Connecticut,5145,300451.0
California,2013,37873189,32197933,4898331,485477,291448,Delaware,300,300451.0
California,2013,37873189,32197933,4898331,485477,291448,District of Columbia ,3823,300451.0
California,2013,37873189,32197933,4898331,485477,291448,Florida,25950,300451.0
California,2013,37873189,32197933,4898331,485477,291448,Georgia,11773,300451.0
California,2013,37873189,32197933,4898331,485477,291448,Hawaii,13610,300451.0
California,2013,37873189,32197933,4898331,485477,291448,Idaho,6192,300451.0
California,2013,37873189,32197933,4898331,485477,291448,Illinois,19961,300451.0
California,2013,37873189,32197933,4898331,485477,291448,Indiana,8799,300451.0
California,2013,37873189,32197933,4898331,485477,291448,Iowa,3563,300451.0
California,2013,37873189,32197933,4898331,485477,291448,Kansas,4680,300451.0
California,2013,37873189,32197933,4898331,485477,291448,Kentucky,3895,300451.0
California,2013,37873189,32197933,4898331,485477,291448,Louisiana,3764,300451.0
California,2013,37873189,32197933,4898331,485477,291448,Maine,1104,300451.0
California,2013,37873189,32197933,4898331,485477,291448,Maryland,9781,300451.0
California,2013,37873189,32197933,4898331,485477,291448,Massachusetts,12947,300451.0
California,2013,37873189,32197933,4898331,485477,291448,Michigan,9172,300451.0
California,2013,37873189,32197933,4898331,485477,291448,Minnesota,7376,300451.0
California,2013,37873189,32197933,4898331,485477,291448,Mississippi,2450,300451.0
California,2013,37873189,32197933,4898331,485477,291448,Missouri,7146,300451.0
California,2013,37873189,32197933,4898331,485477,291448,Montana,3147,300451.0
California,2013,37873189,32197933,4898331,485477,291448,Nebraska,1262,300451.0
California,2013,37873189,32197933,4898331,485477,291448,Nevada,29897,300451.0
California,2013,37873189,32197933,4898331,485477,291448,New Hampshire,1198,300451.0
California,2013,37873189,32197933,4898331,485477,291448,New Jersey,10498,300451.0
California,2013,37873189,32197933,4898331,485477,291448,New Mexico,6290,300451.0
California,2013,37873189,32197933,4898331,485477,291448,New York,30704,300451.0
California,2013,37873189,32197933,4898331,485477,291448,North Carolina,10858,300451.0
California,2013,37873189,32197933,4898331,485477,291448,North Dakota,710,300451.0
California,2013,37873189,32197933,4898331,485477,291448,Ohio,6742,300451.0
California,2013,37873189,32197933,4898331,485477,291448,Oklahoma,3717,300451.0
California,2013,37873189,32197933,4898331,485477,291448,Oregon,20128,300451.0
California,2013,37873189,32197933,4898331,485477,291448,Pennsylvania,11426,300451.0
California,2013,37873189,32197933,4898331,485477,291448,Rhode Island,1658,300451.0
California,2013,37873189,32197933,4898331,485477,291448,South Carolina,7283,300451.0
California,2013,37873189,32197933,4898331,485477,291448,South Dakota,981,300451.0
California,2013,37873189,32197933,4898331,485477,291448,Tennessee,7020,300451.0
California,2013,37873189,32197933,4898331,485477,291448,Texas,32290,300451.0
California,2013,37873189,32197933,4898331,485477,291448,Utah,12631,300451.0
California,2013,37873189,32197933,4898331,485477,291448,Vermont,1029,300451.0
California,2013,37873189,32197933,4898331,485477,291448,Virginia,12810,300451.0
California,2013,37873189,32197933,4898331,485477,291448,Washington,37246,300451.0
California,2013,37873189,32197933,4898331,485477,291448,West Virginia,967,300451.0
California,2013,37873189,32197933,4898331,485477,291448,Wisconsin,4704,300451.0
California,2013,37873189,32197933,4898331,485477,291448,Wyoming,1030,300451.0
California,2013,37873189,32197933,4898331,485477,291448,abroad_PuertoRico,3179,300451.0
California,2013,37873189,32197933,4898331,485477,291448,abroad_USIslandArea,1646,300451.0
California,2013,37873189,32197933,4898331,485477,291448,abroad_ForeignCountry,286623,300451.0
California,2014,38340324,32849251,4659084,513968,318021,Alabama,10439,467135.0
California,2014,38340324,32849251,4659084,513968,318021,Alaska,7098,467135.0
California,2014,38340324,32849251,4659084,513968,318021,Arizona,35200,467135.0
California,2014,38340324,32849251,4659084,513968,318021,Arkansas,1570,467135.0
California,2014,38340324,32849251,4659084,513968,318021,California,0,467135.0
California,2014,38340324,32849251,4659084,513968,318021,Colorado,17500,467135.0
California,2014,38340324,32849251,4659084,513968,318021,Connecticut,5994,467135.0
California,2014,38340324,32849251,4659084,513968,318021,Delaware,1067,467135.0
California,2014,38340324,32849251,4659084,513968,318021,District of Columbia ,4219,467135.0
California,2014,38340324,32849251,4659084,513968,318021,Florida,25622,467135.0
California,2014,38340324,32849251,4659084,513968,318021,Georgia,8669,467135.0
California,2014,38340324,32849251,4659084,513968,318021,Hawaii,12753,467135.0
California,2014,38340324,32849251,4659084,513968,318021,Idaho,7303,467135.0
California,2014,38340324,32849251,4659084,513968,318021,Illinois,21441,467135.0
California,2014,38340324,32849251,4659084,513968,318021,Indiana,6680,467135.0
California,2014,38340324,32849251,4659084,513968,318021,Iowa,3618,467135.0
California,2014,38340324,32849251,4659084,513968,318021,Kansas,6836,467135.0
California,2014,38340324,32849251,4659084,513968,318021,Kentucky,3217,467135.0
California,2014,38340324,32849251,4659084,513968,318021,Louisiana,4884,467135.0
California,2014,38340324,32849251,4659084,513968,318021,Maine,761,467135.0
California,2014,38340324,32849251,4659084,513968,318021,Maryland,6996,467135.0
California,2014,38340324,32849251,4659084,513968,318021,Massachusetts,10750,467135.0
California,2014,38340324,32849251,4659084,513968,318021,Michigan,11601,467135.0
California,2014,38340324,32849251,4659084,513968,318021,Minnesota,9449,467135.0
California,2014,38340324,32849251,4659084,513968,318021,Mississippi,2336,467135.0
California,2014,38340324,32849251,4659084,513968,318021,Missouri,7638,467135.0
California,2014,38340324,32849251,4659084,513968,318021,Montana,2862,467135.0
California,2014,38340324,32849251,4659084,513968,318021,Nebraska,3143,467135.0
California,2014,38340324,32849251,4659084,513968,318021,Nevada,29985,467135.0
California,2014,38340324,32849251,4659084,513968,318021,New Hampshire,1119,467135.0
California,2014,38340324,32849251,4659084,513968,318021,New Jersey,12884,467135.0
California,2014,38340324,32849251,4659084,513968,318021,New Mexico,4744,467135.0
California,2014,38340324,32849251,4659084,513968,318021,New York,34201,467135.0
California,2014,38340324,32849251,4659084,513968,318021,North Carolina,12550,467135.0
California,2014,38340324,32849251,4659084,513968,318021,North Dakota,1112,467135.0
California,2014,38340324,32849251,4659084,513968,318021,Ohio,8267,467135.0
California,2014,38340324,32849251,4659084,513968,318021,Oklahoma,6511,467135.0
California,2014,38340324,32849251,4659084,513968,318021,Oregon,21028,467135.0
California,2014,38340324,32849251,4659084,513968,318021,Pennsylvania,14858,467135.0
California,2014,38340324,32849251,4659084,513968,318021,Rhode Island,817,467135.0
California,2014,38340324,32849251,4659084,513968,318021,South Carolina,3925,467135.0
California,2014,38340324,32849251,4659084,513968,318021,South Dakota,2964,467135.0
California,2014,38340324,32849251,4659084,513968,318021,Tennessee,5620,467135.0
California,2014,38340324,32849251,4659084,513968,318021,Texas,38990,467135.0
California,2014,38340324,32849251,4659084,513968,318021,Utah,14273,467135.0
California,2014,38340324,32849251,4659084,513968,318021,Vermont,1041,467135.0
California,2014,38340324,32849251,4659084,513968,318021,Virginia,17847,467135.0
California,2014,38340324,32849251,4659084,513968,318021,Washington,32837,467135.0
California,2014,38340324,32849251,4659084,513968,318021,West Virginia,897,467135.0
California,2014,38340324,32849251,4659084,513968,318021,Wisconsin,6451,467135.0
California,2014,38340324,32849251,4659084,513968,318021,Wyoming,1401,467135.0
California,2014,38340324,32849251,4659084,513968,318021,abroad_PuertoRico,4317,467135.0
California,2014,38340324,32849251,4659084,513968,318021,abroad_USIslandArea,1752,467135.0
California,2014,38340324,32849251,4659084,513968,318021,abroad_ForeignCountry,311952,467135.0
California,2015,38675135,33446324,4377667,514477,336667,Alabama,5273,334811.0
California,2015,38675135,33446324,4377667,514477,336667,Alaska,6022,334811.0
California,2015,38675135,33446324,4377667,514477,336667,Arizona,34204,334811.0
California,2015,38675135,33446324,4377667,514477,336667,Arkansas,2867,334811.0
California,2015,38675135,33446324,4377667,514477,336667,California,0,334811.0
California,2015,38675135,33446324,4377667,514477,336667,Colorado,21157,334811.0
California,2015,38675135,33446324,4377667,514477,336667,Connecticut,6205,334811.0
California,2015,38675135,33446324,4377667,514477,336667,Delaware,1118,334811.0
California,2015,38675135,33446324,4377667,514477,336667,District of Columbia ,3908,334811.0
California,2015,38675135,33446324,4377667,514477,336667,Florida,25638,334811.0
California,2015,38675135,33446324,4377667,514477,336667,Georgia,11630,334811.0
California,2015,38675135,33446324,4377667,514477,336667,Hawaii,10475,334811.0
California,2015,38675135,33446324,4377667,514477,336667,Idaho,5840,334811.0
California,2015,38675135,33446324,4377667,514477,336667,Illinois,26189,334811.0
California,2015,38675135,33446324,4377667,514477,336667,Indiana,8650,334811.0
California,2015,38675135,33446324,4377667,514477,336667,Iowa,1394,334811.0
California,2015,38675135,33446324,4377667,514477,336667,Kansas,3943,334811.0
California,2015,38675135,33446324,4377667,514477,336667,Kentucky,3781,334811.0
California,2015,38675135,33446324,4377667,514477,336667,Louisiana,6324,334811.0
California,2015,38675135,33446324,4377667,514477,336667,Maine,1745,334811.0
California,2015,38675135,33446324,4377667,514477,336667,Maryland,9981,334811.0
California,2015,38675135,33446324,4377667,514477,336667,Massachusetts,12628,334811.0
California,2015,38675135,33446324,4377667,514477,336667,Michigan,8852,334811.0
California,2015,38675135,33446324,4377667,514477,336667,Minnesota,4887,334811.0
California,2015,38675135,33446324,4377667,514477,336667,Mississippi,2539,334811.0
California,2015,38675135,33446324,4377667,514477,336667,Missouri,6465,334811.0
California,2015,38675135,33446324,4377667,514477,336667,Montana,2017,334811.0
California,2015,38675135,33446324,4377667,514477,336667,Nebraska,3282,334811.0
California,2015,38675135,33446324,4377667,514477,336667,Nevada,25332,334811.0
California,2015,38675135,33446324,4377667,514477,336667,New Hampshire,1859,334811.0
California,2015,38675135,33446324,4377667,514477,336667,New Jersey,12890,334811.0
California,2015,38675135,33446324,4377667,514477,336667,New Mexico,5239,334811.0
California,2015,38675135,33446324,4377667,514477,336667,New York,36896,334811.0
California,2015,38675135,33446324,4377667,514477,336667,North Carolina,12463,334811.0
California,2015,38675135,33446324,4377667,514477,336667,North Dakota,1035,334811.0
California,2015,38675135,33446324,4377667,514477,336667,Ohio,12836,334811.0
California,2015,38675135,33446324,4377667,514477,336667,Oklahoma,8350,334811.0
California,2015,38675135,33446324,4377667,514477,336667,Oregon,20838,334811.0
California,2015,38675135,33446324,4377667,514477,336667,Pennsylvania,13595,334811.0
California,2015,38675135,33446324,4377667,514477,336667,Rhode Island,2179,334811.0
California,2015,38675135,33446324,4377667,514477,336667,South Carolina,6301,334811.0
California,2015,38675135,33446324,4377667,514477,336667,South Dakota,610,334811.0
California,2015,38675135,33446324,4377667,514477,336667,Tennessee,8781,334811.0
California,2015,38675135,33446324,4377667,514477,336667,Texas,41713,334811.0
California,2015,38675135,33446324,4377667,514477,336667,Utah,8814,334811.0
California,2015,38675135,33446324,4377667,514477,336667,Vermont,766,334811.0
California,2015,38675135,33446324,4377667,514477,336667,Virginia,15009,334811.0
California,2015,38675135,33446324,4377667,514477,336667,Washington,33131,334811.0
California,2015,38675135,33446324,4377667,514477,336667,West Virginia,413,334811.0
California,2015,38675135,33446324,4377667,514477,336667,Wisconsin,6741,334811.0
California,2015,38675135,33446324,4377667,514477,336667,Wyoming,1672,334811.0
California,2015,38675135,33446324,4377667,514477,336667,abroad_PuertoRico,1110,334811.0
California,2015,38675135,33446324,4377667,514477,336667,abroad_USIslandArea,1518,334811.0
California,2015,38675135,33446324,4377667,514477,336667,abroad_ForeignCountry,334039,334811.0
California,2016,38783436,33594813,4337251,514758,336614,Alabama,3045,108301.0
California,2016,38783436,33594813,4337251,514758,336614,Alaska,4206,108301.0
California,2016,38783436,33594813,4337251,514758,336614,Arizona,33757,108301.0
California,2016,38783436,33594813,4337251,514758,336614,Arkansas,4282,108301.0
California,2016,38783436,33594813,4337251,514758,336614,California,0,108301.0
California,2016,38783436,33594813,4337251,514758,336614,Colorado,22540,108301.0
California,2016,38783436,33594813,4337251,514758,336614,Connecticut,2932,108301.0
California,2016,38783436,33594813,4337251,514758,336614,Delaware,1372,108301.0
California,2016,38783436,33594813,4337251,514758,336614,District of Columbia ,6319,108301.0
California,2016,38783436,33594813,4337251,514758,336614,Florida,25354,108301.0
California,2016,38783436,33594813,4337251,514758,336614,Georgia,14663,108301.0
California,2016,38783436,33594813,4337251,514758,336614,Hawaii,14239,108301.0
California,2016,38783436,33594813,4337251,514758,336614,Idaho,3598,108301.0
California,2016,38783436,33594813,4337251,514758,336614,Illinois,21539,108301.0
California,2016,38783436,33594813,4337251,514758,336614,Indiana,7073,108301.0
California,2016,38783436,33594813,4337251,514758,336614,Iowa,3826,108301.0
California,2016,38783436,33594813,4337251,514758,336614,Kansas,3293,108301.0
California,2016,38783436,33594813,4337251,514758,336614,Kentucky,4206,108301.0
California,2016,38783436,33594813,4337251,514758,336614,Louisiana,4933,108301.0
California,2016,38783436,33594813,4337251,514758,336614,Maine,2513,108301.0
California,2016,38783436,33594813,4337251,514758,336614,Maryland,10637,108301.0
California,2016,38783436,33594813,4337251,514758,336614,Massachusetts,14062,108301.0
California,2016,38783436,33594813,4337251,514758,336614,Michigan,11442,108301.0
California,2016,38783436,33594813,4337251,514758,336614,Minnesota,10897,108301.0
California,2016,38783436,33594813,4337251,514758,336614,Mississippi,3174,108301.0
California,2016,38783436,33594813,4337251,514758,336614,Missouri,7580,108301.0
California,2016,38783436,33594813,4337251,514758,336614,Montana,1272,108301.0
California,2016,38783436,33594813,4337251,514758,336614,Nebraska,1876,108301.0
California,2016,38783436,33594813,4337251,514758,336614,Nevada,24656,108301.0
California,2016,38783436,33594813,4337251,514758,336614,New Hampshire,889,108301.0
California,2016,38783436,33594813,4337251,514758,336614,New Jersey,11988,108301.0
California,2016,38783436,33594813,4337251,514758,336614,New Mexico,8087,108301.0
California,2016,38783436,33594813,4337251,514758,336614,New York,40877,108301.0
California,2016,38783436,33594813,4337251,514758,336614,North Carolina,14268,108301.0
California,2016,38783436,33594813,4337251,514758,336614,North Dakota,2664,108301.0
California,2016,38783436,33594813,4337251,514758,336614,Ohio,9652,108301.0
California,2016,38783436,33594813,4337251,514758,336614,Oklahoma,6023,108301.0
California,2016,38783436,33594813,4337251,514758,336614,Oregon,18919,108301.0
California,2016,38783436,33594813,4337251,514758,336614,Pennsylvania,13090,108301.0
California,2016,38783436,33594813,4337251,514758,336614,Rhode Island,2265,108301.0
California,2016,38783436,33594813,4337251,514758,336614,South Carolina,5137,108301.0
California,2016,38783436,33594813,4337251,514758,336614,South Dakota,1333,108301.0
California,2016,38783436,33594813,4337251,514758,336614,Tennessee,6158,108301.0
California,2016,38783436,33594813,4337251,514758,336614,Texas,39109,108301.0
California,2016,38783436,33594813,4337251,514758,336614,Utah,11114,108301.0
California,2016,38783436,33594813,4337251,514758,336614,Vermont,400,108301.0
California,2016,38783436,33594813,4337251,514758,336614,Virginia,14348,108301.0
California,2016,38783436,33594813,4337251,514758,336614,Washington,27973,108301.0
California,2016,38783436,33594813,4337251,514758,336614,West Virginia,1150,108301.0
California,2016,38783436,33594813,4337251,514758,336614,Wisconsin,7354,108301.0
California,2016,38783436,33594813,4337251,514758,336614,Wyoming,2674,108301.0
California,2016,38783436,33594813,4337251,514758,336614,abroad_PuertoRico,1102,108301.0
California,2016,38783436,33594813,4337251,514758,336614,abroad_USIslandArea,3315,108301.0
California,2016,38783436,33594813,4337251,514758,336614,abroad_ForeignCountry,332197,108301.0
California,2017,39085984,34009331,4234770,523131,318752,Alabama,3715,302548.0
California,2017,39085984,34009331,4234770,523131,318752,Alaska,2606,302548.0
California,2017,39085984,34009331,4234770,523131,318752,Arizona,26907,302548.0
California,2017,39085984,34009331,4234770,523131,318752,Arkansas,3471,302548.0
California,2017,39085984,34009331,4234770,523131,318752,California,0,302548.0
California,2017,39085984,34009331,4234770,523131,318752,Colorado,25038,302548.0
California,2017,39085984,34009331,4234770,523131,318752,Connecticut,5935,302548.0
California,2017,39085984,34009331,4234770,523131,318752,Delaware,491,302548.0
