current_state,year,population,from,from_different_state_Total
District of Columbia ,2014,648586,South Dakota,56234
Florida,2014,19683763,South Dakota,546501
Georgia,2014,9970167,South Dakota,274095
Hawaii,2014,1401004,South Dakota,58144
Idaho,2014,1613068,South Dakota,64633
Illinois,2014,12730206,South Dakota,209536
Indiana,2014,6516181,South Dakota,139846
Iowa,2014,3067872,South Dakota,79194
Kansas,2014,2866584,South Dakota,96467
Kentucky,2014,4357819,South Dakota,104975
Louisiana,2014,4593505,South Dakota,97814
Maine,2014,1317638,South Dakota,39065
Maryland,2014,5911235,South Dakota,156787
Massachusetts,2014,6674907,South Dakota,146622
Michigan,2014,9795659,South Dakota,149991
Minnesota,2014,5385219,South Dakota,106783
Mississippi,2014,2957658,South Dakota,73927
Missouri,2014,5992195,South Dakota,153320
Montana,2014,1012169,South Dakota,37561
Nebraska,2014,1855356,South Dakota,52200
Nevada,2014,2806170,South Dakota,130390
New Hampshire,2014,1314735,South Dakota,41393
New Jersey,2014,8840346,South Dakota,128911
New Mexico,2014,2060189,South Dakota,68917
New York,2014,19528220,South Dakota,258571
North Carolina,2014,9832152,South Dakota,286533
North Dakota,2014,729874,South Dakota,39059
Ohio,2014,11464891,South Dakota,196742
Oklahoma,2014,3827288,South Dakota,111346
Oregon,2014,3927857,South Dakota,137008
Pennsylvania,2014,12645888,South Dakota,232889
Rhode Island,2014,1045791,South Dakota,32621
South Carolina,2014,4780659,South Dakota,171969
South Dakota,2014,842076,South Dakota,28198
Tennessee,2014,6471445,South Dakota,182130
Texas,2014,26588600,South Dakota,538572
Utah,2014,2894001,South Dakota,90234
Vermont,2014,620898,South Dakota,22635
Virginia,2014,8224054,South Dakota,262477
Washington,2014,6979369,South Dakota,220259
West Virginia,2014,1831414,South Dakota,47957
Wisconsin,2014,5692727,South Dakota,117831
Wyoming,2014,577782,South Dakota,25992
Puerto Rico,2014,3511186,South Dakota,19771
Alabama,2015,4801599,South Dakota,114876
Alaska,2015,727862,South Dakota,34696
Arizona,2015,6747595,South Dakota,253281
Arkansas,2015,2938341,South Dakota,81594
California,2015,38675135,South Dakota,514477
Colorado,2015,5393067,South Dakota,227445
Connecticut,2015,3554844,South Dakota,76997
Delaware,2015,935813,South Dakota,44495
District of Columbia ,2015,663006,South Dakota,59905
Florida,2015,20068392,South Dakota,584938
Georgia,2015,10088525,South Dakota,283325
Hawaii,2015,1414355,South Dakota,53742
Idaho,2015,1635366,South Dakota,73809
Illinois,2015,12706393,South Dakota,209828
Indiana,2015,6540691,South Dakota,147529
Iowa,2015,3081446,South Dakota,85937
Kansas,2015,2875640,South Dakota,91340
Kentucky,2015,4373403,South Dakota,106918
Louisiana,2015,4612024,South Dakota,93321
Maine,2015,1317444,South Dakota,30123
Maryland,2015,5934005,South Dakota,168894
Massachusetts,2015,6725678,South Dakota,132642
Michigan,2015,9811416,South Dakota,142639
Minnesota,2015,5419822,South Dakota,108476
Mississippi,2015,2959289,South Dakota,69351
Missouri,2015,6015580,South Dakota,159152
Montana,2015,1019646,South Dakota,42760
Nebraska,2015,1869217,South Dakota,52950
Nevada,2015,2859489,South Dakota,135999
New Hampshire,2015,1318121,South Dakota,53446
New Jersey,2015,8854363,South Dakota,144074
New Mexico,2015,2060441,South Dakota,55753
New York,2015,19570171,South Dakota,257611
North Carolina,2015,9927547,South Dakota,310612
North Dakota,2015,745291,South Dakota,42618
Ohio,2015,11482142,South Dakota,203475
Oklahoma,2015,3864908,South Dakota,110878
Oregon,2015,3985712,South Dakota,141162
Pennsylvania,2015,12662192,South Dakota,232683
Rhode Island,2015,1045062,South Dakota,38344
South Carolina,2015,4839984,South Dakota,170366
South Dakota,2015,848285,South Dakota,26962
Tennessee,2015,6522259,South Dakota,195923
Texas,2015,27092848,South Dakota,553032
Utah,2015,2947423,South Dakota,97361
Vermont,2015,619952,South Dakota,21232
Virginia,2015,8283737,South Dakota,277715
Washington,2015,7089143,South Dakota,230907
West Virginia,2015,1823753,South Dakota,42078
Wisconsin,2015,5708201,South Dakota,106511
Wyoming,2015,579102,South Dakota,35947
Puerto Rico,2015,3443445,South Dakota,24762
Alabama,2016,4810126,South Dakota,122220
Alaska,2016,731760,South Dakota,31300
Arizona,2016,6851836,South Dakota,273257
Arkansas,2016,2949650,South Dakota,71083
California,2016,38783436,South Dakota,514758
Colorado,2016,5476928,South Dakota,223260
Connecticut,2016,3541758,South Dakota,75586
Delaware,2016,942073,South Dakota,33400
District of Columbia ,2016,672022,South Dakota,58154
Florida,2016,20401575,South Dakota,605018
Georgia,2016,10179860,South Dakota,305040
Hawaii,2016,1410258,South Dakota,57229
Idaho,2016,1663756,South Dakota,71556
Illinois,2016,12654142,South Dakota,203713
Indiana,2016,6554084,South Dakota,145782
Iowa,2016,3097283,South Dakota,78263
Kansas,2016,2870529,South Dakota,88830
Kentucky,2016,4385213,South Dakota,113238
Louisiana,2016,4622042,South Dakota,85371
Maine,2016,1319292,South Dakota,38590
Maryland,2016,5949566,South Dakota,158647
Massachusetts,2016,6745441,South Dakota,149408
Michigan,2016,9813772,South Dakota,155874
Minnesota,2016,5455904,South Dakota,111307
Mississippi,2016,2951081,South Dakota,64639
Missouri,2016,6022165,South Dakota,162809
Montana,2016,1032794,South Dakota,37775
Nebraska,2016,1882987,South Dakota,51448
Nevada,2016,2907243,South Dakota,117899
New Hampshire,2016,1322101,South Dakota,52457
New Jersey,2016,8852286,South Dakota,144359
New Mexico,2016,2057857,South Dakota,64802
New York,2016,19526443,South Dakota,260723
North Carolina,2016,10032407,South Dakota,330896
North Dakota,2016,746271,South Dakota,29655
Ohio,2016,11481752,South Dakota,195396
Oklahoma,2016,3873232,South Dakota,102000
Oregon,2016,4052221,South Dakota,139334
Pennsylvania,2016,12645493,South Dakota,252060
Rhode Island,2016,1045691,South Dakota,32800
South Carolina,2016,4903788,South Dakota,165230
South Dakota,2016,853832,South Dakota,31789
Tennessee,2016,6580953,South Dakota,170867
Texas,2016,27472626,South Dakota,531996
Utah,2016,3002244,South Dakota,107083
Vermont,2016,619387,South Dakota,21262
Virginia,2016,8312297,South Dakota,264164
Washington,2016,7202119,South Dakota,257728
West Virginia,2016,1810709,South Dakota,47196
Wisconsin,2016,5712104,South Dakota,118814
Wyoming,2016,577567,South Dakota,26471
Puerto Rico,2016,3384760,South Dakota,21196
Alabama,2017,4819343,South Dakota,111803
Alaska,2017,730874,South Dakota,30199
Arizona,2017,6935358,South Dakota,261727
Arkansas,2017,2968395,South Dakota,79411
California,2017,39085984,South Dakota,523131
Colorado,2017,5542282,South Dakota,226933
Connecticut,2017,3556297,South Dakota,83325
Delaware,2017,952449,South Dakota,38532
District of Columbia ,2017,684810,South Dakota,56231
Florida,2017,20772371,South Dakota,566476
Georgia,2017,10299497,South Dakota,278889
Hawaii,2017,1410750,South Dakota,46457
Idaho,2017,1694182,South Dakota,71899
Illinois,2017,12659328,South Dakota,195092
Indiana,2017,6591598,South Dakota,142290
Iowa,2017,3106880,South Dakota,77072
Kansas,2017,2876925,South Dakota,86154
Kentucky,2017,4404279,South Dakota,103985
Louisiana,2017,4629962,South Dakota,72836
Maine,2017,1322591,South Dakota,34252
Maryland,2017,5988007,South Dakota,165654
Massachusetts,2017,6789798,South Dakota,146299
Michigan,2017,9851330,South Dakota,148787
Minnesota,2017,5510902,South Dakota,115623
Mississippi,2017,2946971,South Dakota,73549
Missouri,2017,6039877,South Dakota,164957
Montana,2017,1039170,South Dakota,35456
Nebraska,2017,1894217,South Dakota,52507
Nevada,2017,2963456,South Dakota,133074
New Hampshire,2017,1330742,South Dakota,52893
New Jersey,2017,8910191,South Dakota,152106
New Mexico,2017,2062628,South Dakota,57255
New York,2017,19638923,South Dakota,285252
North Carolina,2017,10158556,South Dakota,313834
North Dakota,2017,744641,South Dakota,37315
Ohio,2017,11520109,South Dakota,198929
Oklahoma,2017,3875922,South Dakota,101961
Oregon,2017,4102048,South Dakota,149513
Pennsylvania,2017,12674642,South Dakota,250120
Rhode Island,2017,1048549,South Dakota,36850
South Carolina,2017,4966211,South Dakota,166573
South Dakota,2017,856726,South Dakota,26106
Tennessee,2017,6642072,South Dakota,191909
Texas,2017,27924632,South Dakota,524511
Utah,2017,3056193,South Dakota,99584
Vermont,2017,619089,South Dakota,21868
Virginia,2017,8372522,South Dakota,250490
Washington,2017,7318811,South Dakota,260787
West Virginia,2017,1798306,South Dakota,40007
Wisconsin,2017,5731549,South Dakota,112519
Wyoming,2017,573483,South Dakota,18511
Puerto Rico,2017,3313519,South Dakota,20167
Alabama,2018,4832358,South Dakota,109301
Alaska,2018,727164,South Dakota,32099
Arizona,2018,7090137,South Dakota,273714
Arkansas,2018,2975961,South Dakota,73179
California,2018,39114889,South Dakota,501023
Colorado,2018,5633029,South Dakota,239153
Connecticut,2018,3538203,South Dakota,84718
Delaware,2018,958770,South Dakota,34451
District of Columbia ,2018,693798,South Dakota,47555
Florida,2018,21092877,South Dakota,587261
Georgia,2018,10410462,South Dakota,274273
Hawaii,2018,1403653,South Dakota,54074
Idaho,2018,1734756,South Dakota,79765
Illinois,2018,12599244,South Dakota,206620
Indiana,2018,6612948,South Dakota,145256
Iowa,2018,3119306,South Dakota,74199
Kansas,2018,2874208,South Dakota,95748
Kentucky,2018,4414714,South Dakota,110456
Louisiana,2018,4603081,South Dakota,81355
Maine,2018,1324095,South Dakota,34706
Maryland,2018,5974521,South Dakota,163216
Massachusetts,2018,6834364,South Dakota,144042
Michigan,2018,9891083,South Dakota,139276
Minnesota,2018,5543490,South Dakota,100270
Mississippi,2018,2955717,South Dakota,68000
Missouri,2018,6053109,South Dakota,152326
Montana,2018,1051757,South Dakota,43375
Nebraska,2018,1905843,South Dakota,54579
Nevada,2018,3003761,South Dakota,127362
New Hampshire,2018,1344750,South Dakota,48367
New Jersey,2018,8815804,South Dakota,159846
New Mexico,2018,2072546,South Dakota,60068
New York,2018,19329704,South Dakota,254447
North Carolina,2018,10274540,South Dakota,318681
North Dakota,2018,749825,South Dakota,33735
Ohio,2018,11555163,South Dakota,198026
Oklahoma,2018,3895983,South Dakota,106943
Oregon,2018,4152756,South Dakota,140627
Pennsylvania,2018,12674699,South Dakota,253520
Rhode Island,2018,1047975,South Dakota,32841
South Carolina,2018,5029034,South Dakota,186505
South Dakota,2018,871271,South Dakota,26775
Tennessee,2018,6692936,South Dakota,209377
Texas,2018,28333482,South Dakota,563945
Utah,2018,3114717,South Dakota,100824
Vermont,2018,621681,South Dakota,26306
Virginia,2018,8424340,South Dakota,274003
Washington,2018,7453439,South Dakota,260906
West Virginia,2018,1787630,South Dakota,43841
Wisconsin,2018,5751525,South Dakota,114613
Wyoming,2018,570867,South Dakota,25734
Puerto Rico,2018,3173956,South Dakota,20900
Alabama,2019,4849509,South Dakota,104780
Alaska,2019,722063,South Dakota,34031
Arizona,2019,7200620,South Dakota,253295
Arkansas,2019,2989054,South Dakota,59723
California,2019,39084048,South Dakota,480204
Colorado,2019,5701658,South Dakota,240600
Connecticut,2019,3531986,South Dakota,90044
Delaware,2019,964817,South Dakota,38014
District of Columbia ,2019,697556,South Dakota,58879
Florida,2019,21269409,South Dakota,601611
Georgia,2019,10499808,South Dakota,284541
Hawaii,2019,1396819,South Dakota,49708
Idaho,2019,1764327,South Dakota,78730
Illinois,2019,12536539,South Dakota,190627
Indiana,2019,6656971,South Dakota,151443
Iowa,2019,3121385,South Dakota,72651
Kansas,2019,2879518,South Dakota,94648
Kentucky,2019,4421512,South Dakota,100057
Louisiana,2019,4595111,South Dakota,67640
Maine,2019,1331656,South Dakota,36129
Maryland,2019,5979602,South Dakota,141766
Massachusetts,2019,6828110,South Dakota,144079
Michigan,2019,9880758,South Dakota,132008
Minnesota,2019,5575235,South Dakota,106920
Mississippi,2019,2943737,South Dakota,61683
Missouri,2019,6069697,South Dakota,152345
Montana,2019,1056994,South Dakota,40862
Nebraska,2019,1910711,South Dakota,46064
Nevada,2019,3048602,South Dakota,132950
New Hampshire,2019,1350155,South Dakota,50288
New Jersey,2019,8791672,South Dakota,149260
New Mexico,2019,2073628,South Dakota,55545
New York,2019,19240920,South Dakota,254806
North Carolina,2019,10371906,South Dakota,315215
North Dakota,2019,750501,South Dakota,36668
Ohio,2019,11556037,South Dakota,205542
Oklahoma,2019,3907258,South Dakota,101844
Oregon,2019,4178578,South Dakota,129921
Pennsylvania,2019,12670245,South Dakota,267465
Rhode Island,2019,1050602,South Dakota,34984
South Carolina,2019,5092727,South Dakota,176008
South Dakota,2019,872708,South Dakota,26934
Tennessee,2019,6754461,South Dakota,196765
Texas,2019,28642658,South Dakota,559661
Utah,2019,3162102,South Dakota,95608
Vermont,2019,617560,South Dakota,21212
Virginia,2019,8439982,South Dakota,264855
Washington,2019,7527366,South Dakota,231956
West Virginia,2019,1773280,South Dakota,39548
Wisconsin,2019,5760481,South Dakota,107973
Wyoming,2019,572884,South Dakota,30247
Puerto Rico,2019,3175835,South Dakota,31144
Alabama,2010,4729509,Tennessee,108723
Alaska,2010,702974,Tennessee,36326
Arizona,2010,6332786,Tennessee,222725
Arkansas,2010,2888304,Tennessee,79127
California,2010,36907897,Tennessee,444749
Colorado,2010,4988190,Tennessee,186366
Connecticut,2010,3541146,Tennessee,77333
Delaware,2010,889812,Tennessee,30759
District of Columbia ,2010,596747,Tennessee,51244
Florida,2010,18647600,Tennessee,482889
Georgia,2010,9587237,Tennessee,249459
Hawaii,2010,1346274,Tennessee,53581
Idaho,2010,1550967,Tennessee,55638
Illinois,2010,12680126,Tennessee,203959
Indiana,2010,6414862,Tennessee,127353
Iowa,2010,3013053,Tennessee,72557
Kansas,2010,2820894,Tennessee,95059
Kentucky,2010,4296639,Tennessee,118443
Louisiana,2010,4483529,Tennessee,97889
Maine,2010,1313902,Tennessee,27758
Maryland,2010,5716785,Tennessee,164484
Massachusetts,2010,6489250,Tennessee,140162
Michigan,2010,9762127,Tennessee,116149
Minnesota,2010,5244256,Tennessee,89872
Mississippi,2010,2931228,Tennessee,72321
Missouri,2010,5920858,Tennessee,145226
Montana,2010,978507,Tennessee,35630
Nebraska,2010,1802697,Tennessee,51290
Nevada,2010,2667364,Tennessee,102677
New Hampshire,2010,1303865,Tennessee,39367
New Jersey,2010,8709933,Tennessee,127369
New Mexico,2010,2039549,Tennessee,73605
New York,2010,19171916,Tennessee,269427
North Carolina,2010,9443000,Tennessee,263256
North Dakota,2010,665654,Tennessee,30100
Ohio,2010,11405101,Tennessee,172633
Oklahoma,2010,3716264,Tennessee,106511
Oregon,2010,3794008,Tennessee,116700
Pennsylvania,2010,12577555,Tennessee,235580
Rhode Island,2010,1042240,Tennessee,32059
South Carolina,2010,4577399,Tennessee,152441
South Dakota,2010,805616,Tennessee,25777
Tennessee,2010,6282706,Tennessee,159778
Texas,2010,24899075,Tennessee,486558
Utah,2010,2724064,Tennessee,77780
Vermont,2010,619363,Tennessee,22529
Virginia,2010,7930773,Tennessee,259507
Washington,2010,6661321,Tennessee,191784
West Virginia,2010,1833535,Tennessee,39609
Wisconsin,2010,5623196,Tennessee,93065
Wyoming,2010,556954,Tennessee,28046
Puerto Rico,2010,3676493,Tennessee,31732
Alabama,2011,4745278,Tennessee,117726
Alaska,2011,711962,Tennessee,35084
Arizona,2011,6402301,Tennessee,222877
Arkansas,2011,2906632,Tennessee,69845
California,2011,37222678,Tennessee,468428
Colorado,2011,5048443,Tennessee,202124
Connecticut,2011,3548667,Tennessee,71502
Delaware,2011,897187,Tennessee,33912
District of Columbia ,2011,611608,Tennessee,48066
Florida,2011,18863948,Tennessee,498597
Georgia,2011,9699859,Tennessee,271077
Hawaii,2011,1357806,Tennessee,57542
Idaho,2011,1559637,Tennessee,60336
Illinois,2011,12718402,Tennessee,216204
Indiana,2011,6437155,Tennessee,127874
Iowa,2011,3027718,Tennessee,70405
Kansas,2011,2833584,Tennessee,83640
Kentucky,2011,4316297,Tennessee,110031
Louisiana,2011,4518629,Tennessee,99138
Maine,2011,1315833,Tennessee,33818
Maryland,2011,5759087,Tennessee,153979
Massachusetts,2011,6515057,Tennessee,139830
Michigan,2011,9766574,Tennessee,139158
Minnesota,2011,5277329,Tennessee,101029
Mississippi,2011,2943021,Tennessee,68511
Missouri,2011,5937896,Tennessee,149439
Montana,2011,987076,Tennessee,33553
Nebraska,2011,1817126,Tennessee,52070
Nevada,2011,2688336,Tennessee,110345
New Hampshire,2011,1305678,Tennessee,37000
New Jersey,2011,8719952,Tennessee,140194
New Mexico,2011,2055293,Tennessee,62130
New York,2011,19248685,Tennessee,282209
North Carolina,2011,9539412,Tennessee,265291
North Dakota,2011,675161,Tennessee,32510
Ohio,2011,11418944,Tennessee,191778
Oklahoma,2011,3742698,Tennessee,108878
Oregon,2011,3828714,Tennessee,127906
Pennsylvania,2011,12610486,Tennessee,234291
