current_state,year,population,from,number_of_people,from_different_state_Total
Illinois,2017,12659328,Louisiana,1053,195092
Illinois,2017,12659328,Maine,173,195092
Illinois,2017,12659328,Maryland,2681,195092
Illinois,2017,12659328,Massachusetts,2998,195092
Illinois,2017,12659328,Michigan,10793,195092
Illinois,2017,12659328,Minnesota,5286,195092
Illinois,2017,12659328,Mississippi,2409,195092
Illinois,2017,12659328,Missouri,16147,195092
Illinois,2017,12659328,Montana,187,195092
Illinois,2017,12659328,Nebraska,2290,195092
Illinois,2017,12659328,Nevada,2565,195092
Illinois,2017,12659328,New Hampshire,310,195092
Illinois,2017,12659328,New Jersey,3698,195092
Illinois,2017,12659328,New Mexico,632,195092
Illinois,2017,12659328,New York,6377,195092
Illinois,2017,12659328,North Carolina,3923,195092
Illinois,2017,12659328,North Dakota,576,195092
Illinois,2017,12659328,Ohio,6736,195092
Illinois,2017,12659328,Oklahoma,686,195092
Illinois,2017,12659328,Oregon,962,195092
Illinois,2017,12659328,Pennsylvania,3090,195092
Illinois,2017,12659328,Rhode Island,266,195092
Illinois,2017,12659328,South Carolina,1848,195092
Illinois,2017,12659328,South Dakota,686,195092
Illinois,2017,12659328,Tennessee,5086,195092
Illinois,2017,12659328,Texas,11642,195092
Illinois,2017,12659328,Utah,1160,195092
Illinois,2017,12659328,Vermont,51,195092
Illinois,2017,12659328,Virginia,4127,195092
Illinois,2017,12659328,Washington,4846,195092
Illinois,2017,12659328,West Virginia,130,195092
Illinois,2017,12659328,Wisconsin,12274,195092
Illinois,2017,12659328,Wyoming,414,195092
Illinois,2017,12659328,abroad_PuertoRico,1829,195092
Illinois,2017,12659328,abroad_USIslandArea,0,195092
Illinois,2017,12659328,abroad_ForeignCountry,69590,195092
Indiana,2017,6591598,Alabama,1216,142290
Indiana,2017,6591598,Alaska,131,142290
Indiana,2017,6591598,Arizona,948,142290
Indiana,2017,6591598,Arkansas,852,142290
Indiana,2017,6591598,California,10096,142290
Indiana,2017,6591598,Colorado,1692,142290
Indiana,2017,6591598,Connecticut,413,142290
Indiana,2017,6591598,Delaware,0,142290
Indiana,2017,6591598,District of Columbia ,250,142290
Indiana,2017,6591598,Florida,9027,142290
Indiana,2017,6591598,Georgia,4224,142290
Indiana,2017,6591598,Hawaii,424,142290
Indiana,2017,6591598,Idaho,39,142290
Indiana,2017,6591598,Illinois,29526,142290
Indiana,2017,6591598,Indiana,0,142290
Indiana,2017,6591598,Iowa,1825,142290
Indiana,2017,6591598,Kansas,1590,142290
Indiana,2017,6591598,Kentucky,11298,142290
Indiana,2017,6591598,Louisiana,1223,142290
Indiana,2017,6591598,Maine,0,142290
Indiana,2017,6591598,Maryland,1093,142290
Indiana,2017,6591598,Massachusetts,957,142290
Indiana,2017,6591598,Michigan,8377,142290
Indiana,2017,6591598,Minnesota,1400,142290
Indiana,2017,6591598,Mississippi,641,142290
Indiana,2017,6591598,Missouri,1288,142290
Indiana,2017,6591598,Montana,192,142290
Indiana,2017,6591598,Nebraska,518,142290
Indiana,2017,6591598,Nevada,919,142290
Indiana,2017,6591598,New Hampshire,69,142290
Indiana,2017,6591598,New Jersey,2836,142290
Indiana,2017,6591598,New Mexico,1459,142290
Indiana,2017,6591598,New York,1551,142290
Indiana,2017,6591598,North Carolina,3293,142290
Indiana,2017,6591598,North Dakota,78,142290
Indiana,2017,6591598,Ohio,10940,142290
Indiana,2017,6591598,Oklahoma,1695,142290
Indiana,2017,6591598,Oregon,668,142290
Indiana,2017,6591598,Pennsylvania,1341,142290
Indiana,2017,6591598,Rhode Island,0,142290
Indiana,2017,6591598,South Carolina,962,142290
Indiana,2017,6591598,South Dakota,372,142290
Indiana,2017,6591598,Tennessee,5122,142290
Indiana,2017,6591598,Texas,10543,142290
Indiana,2017,6591598,Utah,1240,142290
Indiana,2017,6591598,Vermont,512,142290
Indiana,2017,6591598,Virginia,1867,142290
Indiana,2017,6591598,Washington,2782,142290
Indiana,2017,6591598,West Virginia,1044,142290
Indiana,2017,6591598,Wisconsin,3757,142290
Indiana,2017,6591598,Wyoming,0,142290
Indiana,2017,6591598,abroad_PuertoRico,144,142290
Indiana,2017,6591598,abroad_USIslandArea,93,142290
Indiana,2017,6591598,abroad_ForeignCountry,23413,142290
Iowa,2017,3106880,Alabama,817,77072
Iowa,2017,3106880,Alaska,629,77072
Iowa,2017,3106880,Arizona,2346,77072
Iowa,2017,3106880,Arkansas,693,77072
Iowa,2017,3106880,California,2625,77072
Iowa,2017,3106880,Colorado,2257,77072
Iowa,2017,3106880,Connecticut,150,77072
Iowa,2017,3106880,Delaware,95,77072
Iowa,2017,3106880,District of Columbia ,0,77072
Iowa,2017,3106880,Florida,3945,77072
Iowa,2017,3106880,Georgia,2475,77072
Iowa,2017,3106880,Hawaii,266,77072
Iowa,2017,3106880,Idaho,1005,77072
Iowa,2017,3106880,Illinois,12997,77072
Iowa,2017,3106880,Indiana,1390,77072
Iowa,2017,3106880,Iowa,0,77072
Iowa,2017,3106880,Kansas,2895,77072
Iowa,2017,3106880,Kentucky,467,77072
Iowa,2017,3106880,Louisiana,327,77072
Iowa,2017,3106880,Maine,54,77072
Iowa,2017,3106880,Maryland,579,77072
Iowa,2017,3106880,Massachusetts,288,77072
Iowa,2017,3106880,Michigan,629,77072
Iowa,2017,3106880,Minnesota,6834,77072
Iowa,2017,3106880,Mississippi,164,77072
Iowa,2017,3106880,Missouri,4510,77072
Iowa,2017,3106880,Montana,443,77072
Iowa,2017,3106880,Nebraska,6639,77072
Iowa,2017,3106880,Nevada,874,77072
Iowa,2017,3106880,New Hampshire,46,77072
Iowa,2017,3106880,New Jersey,205,77072
Iowa,2017,3106880,New Mexico,138,77072
Iowa,2017,3106880,New York,306,77072
Iowa,2017,3106880,North Carolina,1827,77072
Iowa,2017,3106880,North Dakota,332,77072
Iowa,2017,3106880,Ohio,991,77072
Iowa,2017,3106880,Oklahoma,478,77072
Iowa,2017,3106880,Oregon,707,77072
Iowa,2017,3106880,Pennsylvania,1418,77072
Iowa,2017,3106880,Rhode Island,158,77072
Iowa,2017,3106880,South Carolina,411,77072
Iowa,2017,3106880,South Dakota,2685,77072
Iowa,2017,3106880,Tennessee,1152,77072
Iowa,2017,3106880,Texas,3315,77072
Iowa,2017,3106880,Utah,489,77072
Iowa,2017,3106880,Vermont,227,77072
Iowa,2017,3106880,Virginia,774,77072
Iowa,2017,3106880,Washington,1405,77072
Iowa,2017,3106880,West Virginia,550,77072
Iowa,2017,3106880,Wisconsin,3011,77072
Iowa,2017,3106880,Wyoming,54,77072
Iowa,2017,3106880,abroad_PuertoRico,67,77072
Iowa,2017,3106880,abroad_USIslandArea,0,77072
Iowa,2017,3106880,abroad_ForeignCountry,12170,77072
Kansas,2017,2876925,Alabama,276,86154
Kansas,2017,2876925,Alaska,515,86154
Kansas,2017,2876925,Arizona,1404,86154
Kansas,2017,2876925,Arkansas,1225,86154
Kansas,2017,2876925,California,6511,86154
Kansas,2017,2876925,Colorado,5871,86154
Kansas,2017,2876925,Connecticut,412,86154
Kansas,2017,2876925,Delaware,0,86154
Kansas,2017,2876925,District of Columbia ,5,86154
Kansas,2017,2876925,Florida,2661,86154
Kansas,2017,2876925,Georgia,2490,86154
Kansas,2017,2876925,Hawaii,419,86154
Kansas,2017,2876925,Idaho,54,86154
Kansas,2017,2876925,Illinois,2840,86154
Kansas,2017,2876925,Indiana,1433,86154
Kansas,2017,2876925,Iowa,2119,86154
Kansas,2017,2876925,Kansas,0,86154
Kansas,2017,2876925,Kentucky,168,86154
Kansas,2017,2876925,Louisiana,580,86154
Kansas,2017,2876925,Maine,24,86154
Kansas,2017,2876925,Maryland,623,86154
Kansas,2017,2876925,Massachusetts,417,86154
Kansas,2017,2876925,Michigan,378,86154
Kansas,2017,2876925,Minnesota,679,86154
Kansas,2017,2876925,Mississippi,552,86154
Kansas,2017,2876925,Missouri,21605,86154
Kansas,2017,2876925,Montana,338,86154
Kansas,2017,2876925,Nebraska,2939,86154
Kansas,2017,2876925,Nevada,785,86154
Kansas,2017,2876925,New Hampshire,338,86154
Kansas,2017,2876925,New Jersey,408,86154
Kansas,2017,2876925,New Mexico,493,86154
Kansas,2017,2876925,New York,2196,86154
Kansas,2017,2876925,North Carolina,1165,86154
Kansas,2017,2876925,North Dakota,90,86154
Kansas,2017,2876925,Ohio,2044,86154
Kansas,2017,2876925,Oklahoma,6508,86154
Kansas,2017,2876925,Oregon,333,86154
Kansas,2017,2876925,Pennsylvania,674,86154
Kansas,2017,2876925,Rhode Island,0,86154
Kansas,2017,2876925,South Carolina,0,86154
Kansas,2017,2876925,South Dakota,729,86154
Kansas,2017,2876925,Tennessee,788,86154
Kansas,2017,2876925,Texas,9814,86154
Kansas,2017,2876925,Utah,981,86154
Kansas,2017,2876925,Vermont,0,86154
Kansas,2017,2876925,Virginia,1029,86154
Kansas,2017,2876925,Washington,801,86154
Kansas,2017,2876925,West Virginia,0,86154
Kansas,2017,2876925,Wisconsin,317,86154
Kansas,2017,2876925,Wyoming,123,86154
Kansas,2017,2876925,abroad_PuertoRico,347,86154
Kansas,2017,2876925,abroad_USIslandArea,0,86154
Kansas,2017,2876925,abroad_ForeignCountry,11136,86154
Kentucky,2017,4404279,Alabama,2851,103985
Kentucky,2017,4404279,Alaska,506,103985
Kentucky,2017,4404279,Arizona,333,103985
Kentucky,2017,4404279,Arkansas,342,103985
Kentucky,2017,4404279,California,4466,103985
Kentucky,2017,4404279,Colorado,614,103985
Kentucky,2017,4404279,Connecticut,799,103985
Kentucky,2017,4404279,Delaware,558,103985
Kentucky,2017,4404279,District of Columbia ,51,103985
Kentucky,2017,4404279,Florida,6318,103985
Kentucky,2017,4404279,Georgia,2654,103985
Kentucky,2017,4404279,Hawaii,222,103985
Kentucky,2017,4404279,Idaho,31,103985
Kentucky,2017,4404279,Illinois,5333,103985
Kentucky,2017,4404279,Indiana,10192,103985
Kentucky,2017,4404279,Iowa,558,103985
Kentucky,2017,4404279,Kansas,1068,103985
Kentucky,2017,4404279,Kentucky,0,103985
Kentucky,2017,4404279,Louisiana,1205,103985
Kentucky,2017,4404279,Maine,0,103985
Kentucky,2017,4404279,Maryland,1413,103985
Kentucky,2017,4404279,Massachusetts,555,103985
Kentucky,2017,4404279,Michigan,1602,103985
Kentucky,2017,4404279,Minnesota,577,103985
Kentucky,2017,4404279,Mississippi,495,103985
Kentucky,2017,4404279,Missouri,1643,103985
Kentucky,2017,4404279,Montana,169,103985
Kentucky,2017,4404279,Nebraska,570,103985
Kentucky,2017,4404279,Nevada,215,103985
Kentucky,2017,4404279,New Hampshire,292,103985
Kentucky,2017,4404279,New Jersey,730,103985
Kentucky,2017,4404279,New Mexico,1409,103985
Kentucky,2017,4404279,New York,2115,103985
Kentucky,2017,4404279,North Carolina,3228,103985
Kentucky,2017,4404279,North Dakota,132,103985
Kentucky,2017,4404279,Ohio,19493,103985
Kentucky,2017,4404279,Oklahoma,1345,103985
Kentucky,2017,4404279,Oregon,368,103985
Kentucky,2017,4404279,Pennsylvania,1543,103985
Kentucky,2017,4404279,Rhode Island,154,103985
Kentucky,2017,4404279,South Carolina,1473,103985
Kentucky,2017,4404279,South Dakota,73,103985
Kentucky,2017,4404279,Tennessee,11642,103985
Kentucky,2017,4404279,Texas,6677,103985
Kentucky,2017,4404279,Utah,0,103985
Kentucky,2017,4404279,Vermont,85,103985
Kentucky,2017,4404279,Virginia,2453,103985
Kentucky,2017,4404279,Washington,1428,103985
Kentucky,2017,4404279,West Virginia,2140,103985
Kentucky,2017,4404279,Wisconsin,1599,103985
Kentucky,2017,4404279,Wyoming,266,103985
Kentucky,2017,4404279,abroad_PuertoRico,1402,103985
Kentucky,2017,4404279,abroad_USIslandArea,0,103985
Kentucky,2017,4404279,abroad_ForeignCountry,14071,103985
Louisiana,2017,4629962,Alabama,2830,72836
Louisiana,2017,4629962,Alaska,199,72836
Louisiana,2017,4629962,Arizona,520,72836
Louisiana,2017,4629962,Arkansas,3289,72836
Louisiana,2017,4629962,California,5534,72836
Louisiana,2017,4629962,Colorado,1575,72836
Louisiana,2017,4629962,Connecticut,407,72836
Louisiana,2017,4629962,Delaware,0,72836
Louisiana,2017,4629962,District of Columbia ,100,72836
Louisiana,2017,4629962,Florida,4404,72836
Louisiana,2017,4629962,Georgia,3382,72836
Louisiana,2017,4629962,Hawaii,555,72836
Louisiana,2017,4629962,Idaho,0,72836
Louisiana,2017,4629962,Illinois,1829,72836
Louisiana,2017,4629962,Indiana,327,72836
Louisiana,2017,4629962,Iowa,472,72836
Louisiana,2017,4629962,Kansas,581,72836
Louisiana,2017,4629962,Kentucky,443,72836
Louisiana,2017,4629962,Louisiana,0,72836
Louisiana,2017,4629962,Maine,0,72836
Louisiana,2017,4629962,Maryland,756,72836
Louisiana,2017,4629962,Massachusetts,350,72836
Louisiana,2017,4629962,Michigan,2003,72836
Louisiana,2017,4629962,Minnesota,84,72836
Louisiana,2017,4629962,Mississippi,9011,72836
Louisiana,2017,4629962,Missouri,975,72836
Louisiana,2017,4629962,Montana,347,72836
Louisiana,2017,4629962,Nebraska,141,72836
Louisiana,2017,4629962,Nevada,237,72836
Louisiana,2017,4629962,New Hampshire,595,72836
Louisiana,2017,4629962,New Jersey,522,72836
Louisiana,2017,4629962,New Mexico,298,72836
Louisiana,2017,4629962,New York,1854,72836
Louisiana,2017,4629962,North Carolina,1931,72836
Louisiana,2017,4629962,North Dakota,363,72836
Louisiana,2017,4629962,Ohio,983,72836
Louisiana,2017,4629962,Oklahoma,912,72836
Louisiana,2017,4629962,Oregon,265,72836
Louisiana,2017,4629962,Pennsylvania,883,72836
Louisiana,2017,4629962,Rhode Island,48,72836
Louisiana,2017,4629962,South Carolina,903,72836
Louisiana,2017,4629962,South Dakota,16,72836
Louisiana,2017,4629962,Tennessee,1733,72836
Louisiana,2017,4629962,Texas,17674,72836
Louisiana,2017,4629962,Utah,34,72836
Louisiana,2017,4629962,Vermont,0,72836
Louisiana,2017,4629962,Virginia,2073,72836
Louisiana,2017,4629962,Washington,623,72836
Louisiana,2017,4629962,West Virginia,261,72836
Louisiana,2017,4629962,Wisconsin,319,72836
Louisiana,2017,4629962,Wyoming,195,72836
Louisiana,2017,4629962,abroad_PuertoRico,455,72836
Louisiana,2017,4629962,abroad_USIslandArea,0,72836
Louisiana,2017,4629962,abroad_ForeignCountry,12321,72836
Maine,2017,1322591,Alabama,246,34252
Maine,2017,1322591,Alaska,163,34252
Maine,2017,1322591,Arizona,322,34252
Maine,2017,1322591,Arkansas,12,34252
Maine,2017,1322591,California,1578,34252
Maine,2017,1322591,Colorado,849,34252
Maine,2017,1322591,Connecticut,1690,34252
Maine,2017,1322591,Delaware,111,34252
Maine,2017,1322591,District of Columbia ,124,34252
Maine,2017,1322591,Florida,3059,34252
Maine,2017,1322591,Georgia,1241,34252
Maine,2017,1322591,Hawaii,0,34252
Maine,2017,1322591,Idaho,180,34252
Maine,2017,1322591,Illinois,152,34252
Maine,2017,1322591,Indiana,99,34252
Maine,2017,1322591,Iowa,0,34252
Maine,2017,1322591,Kansas,0,34252
Maine,2017,1322591,Kentucky,41,34252
Maine,2017,1322591,Louisiana,455,34252
Maine,2017,1322591,Maine,0,34252
Maine,2017,1322591,Maryland,88,34252
Maine,2017,1322591,Massachusetts,7567,34252
Maine,2017,1322591,Michigan,227,34252
Maine,2017,1322591,Minnesota,241,34252
Maine,2017,1322591,Mississippi,67,34252
Maine,2017,1322591,Missouri,659,34252
Maine,2017,1322591,Montana,0,34252
Maine,2017,1322591,Nebraska,276,34252
Maine,2017,1322591,Nevada,64,34252
Maine,2017,1322591,New Hampshire,4274,34252
Maine,2017,1322591,New Jersey,662,34252
Maine,2017,1322591,New Mexico,38,34252
Maine,2017,1322591,New York,2478,34252
Maine,2017,1322591,North Carolina,1074,34252
Maine,2017,1322591,North Dakota,0,34252
Maine,2017,1322591,Ohio,427,34252
Maine,2017,1322591,Oklahoma,11,34252
Maine,2017,1322591,Oregon,294,34252
Maine,2017,1322591,Pennsylvania,1629,34252
Maine,2017,1322591,Rhode Island,336,34252
Maine,2017,1322591,South Carolina,189,34252
Maine,2017,1322591,South Dakota,0,34252
Maine,2017,1322591,Tennessee,255,34252
Maine,2017,1322591,Texas,491,34252
Maine,2017,1322591,Utah,444,34252
Maine,2017,1322591,Vermont,569,34252
Maine,2017,1322591,Virginia,1162,34252
Maine,2017,1322591,Washington,336,34252
Maine,2017,1322591,West Virginia,72,34252
Maine,2017,1322591,Wisconsin,0,34252
Maine,2017,1322591,Wyoming,0,34252
Maine,2017,1322591,abroad_PuertoRico,12,34252
Maine,2017,1322591,abroad_USIslandArea,0,34252
Maine,2017,1322591,abroad_ForeignCountry,4005,34252
Maryland,2017,5988007,Alabama,644,165654
Maryland,2017,5988007,Alaska,961,165654
Maryland,2017,5988007,Arizona,1689,165654
Maryland,2017,5988007,Arkansas,410,165654
Maryland,2017,5988007,California,8994,165654
Maryland,2017,5988007,Colorado,2182,165654
Maryland,2017,5988007,Connecticut,1726,165654
Maryland,2017,5988007,Delaware,5455,165654
Maryland,2017,5988007,District of Columbia ,22811,165654
Maryland,2017,5988007,Florida,7755,165654
Maryland,2017,5988007,Georgia,6343,165654
Maryland,2017,5988007,Hawaii,3167,165654
Maryland,2017,5988007,Idaho,347,165654
Maryland,2017,5988007,Illinois,2615,165654
Maryland,2017,5988007,Indiana,1887,165654
Maryland,2017,5988007,Iowa,383,165654
Maryland,2017,5988007,Kansas,451,165654
Maryland,2017,5988007,Kentucky,899,165654
Maryland,2017,5988007,Louisiana,394,165654
Maryland,2017,5988007,Maine,197,165654
Maryland,2017,5988007,Maryland,0,165654
Maryland,2017,5988007,Massachusetts,2845,165654
Maryland,2017,5988007,Michigan,1371,165654
Maryland,2017,5988007,Minnesota,731,165654
Maryland,2017,5988007,Mississippi,806,165654
Maryland,2017,5988007,Missouri,253,165654
Maryland,2017,5988007,Montana,78,165654
Maryland,2017,5988007,Nebraska,0,165654
Maryland,2017,5988007,Nevada,1351,165654
Maryland,2017,5988007,New Hampshire,264,165654
Maryland,2017,5988007,New Jersey,6361,165654
Maryland,2017,5988007,New Mexico,1066,165654
Maryland,2017,5988007,New York,13538,165654
Maryland,2017,5988007,North Carolina,9437,165654
Maryland,2017,5988007,North Dakota,325,165654
Maryland,2017,5988007,Ohio,2818,165654
Maryland,2017,5988007,Oklahoma,1094,165654
Maryland,2017,5988007,Oregon,187,165654
Maryland,2017,5988007,Pennsylvania,12297,165654
Maryland,2017,5988007,Rhode Island,572,165654
Maryland,2017,5988007,South Carolina,1862,165654
Maryland,2017,5988007,South Dakota,0,165654
Maryland,2017,5988007,Tennessee,977,165654
Maryland,2017,5988007,Texas,6890,165654
Maryland,2017,5988007,Utah,810,165654
Maryland,2017,5988007,Vermont,386,165654
Maryland,2017,5988007,Virginia,23315,165654
Maryland,2017,5988007,Washington,1839,165654
Maryland,2017,5988007,West Virginia,3926,165654
Maryland,2017,5988007,Wisconsin,901,165654
Maryland,2017,5988007,Wyoming,44,165654
Maryland,2017,5988007,abroad_PuertoRico,1808,165654
Maryland,2017,5988007,abroad_USIslandArea,488,165654
Maryland,2017,5988007,abroad_ForeignCountry,45822,165654
Massachusetts,2017,6789798,Alabama,212,146299
Massachusetts,2017,6789798,Alaska,539,146299
Massachusetts,2017,6789798,Arizona,1030,146299
Massachusetts,2017,6789798,Arkansas,207,146299
Massachusetts,2017,6789798,California,12745,146299
Massachusetts,2017,6789798,Colorado,1857,146299
Massachusetts,2017,6789798,Connecticut,9140,146299
Massachusetts,2017,6789798,Delaware,1582,146299
Massachusetts,2017,6789798,District of Columbia ,1419,146299
Massachusetts,2017,6789798,Florida,11499,146299
Massachusetts,2017,6789798,Georgia,3694,146299
Massachusetts,2017,6789798,Hawaii,481,146299
Massachusetts,2017,6789798,Idaho,732,146299
Massachusetts,2017,6789798,Illinois,2301,146299
Massachusetts,2017,6789798,Indiana,1134,146299
Massachusetts,2017,6789798,Iowa,332,146299
Massachusetts,2017,6789798,Kansas,692,146299
Massachusetts,2017,6789798,Kentucky,930,146299
Massachusetts,2017,6789798,Louisiana,948,146299
Massachusetts,2017,6789798,Maine,4099,146299
Massachusetts,2017,6789798,Maryland,2696,146299
Massachusetts,2017,6789798,Massachusetts,0,146299
Massachusetts,2017,6789798,Michigan,2747,146299
Massachusetts,2017,6789798,Minnesota,1814,146299
Massachusetts,2017,6789798,Mississippi,45,146299
Massachusetts,2017,6789798,Missouri,2519,146299
Massachusetts,2017,6789798,Montana,148,146299
Massachusetts,2017,6789798,Nebraska,299,146299
Massachusetts,2017,6789798,Nevada,1363,146299
Massachusetts,2017,6789798,New Hampshire,12417,146299
Massachusetts,2017,6789798,New Jersey,6872,146299
Massachusetts,2017,6789798,New Mexico,713,146299
Massachusetts,2017,6789798,New York,22782,146299
Massachusetts,2017,6789798,North Carolina,3216,146299
Massachusetts,2017,6789798,North Dakota,143,146299
Massachusetts,2017,6789798,Ohio,1791,146299
Massachusetts,2017,6789798,Oklahoma,197,146299
Massachusetts,2017,6789798,Oregon,556,146299
Massachusetts,2017,6789798,Pennsylvania,5212,146299
Massachusetts,2017,6789798,Rhode Island,8067,146299
Massachusetts,2017,6789798,South Carolina,2164,146299
Massachusetts,2017,6789798,South Dakota,56,146299
Massachusetts,2017,6789798,Tennessee,957,146299
Massachusetts,2017,6789798,Texas,4603,146299
Massachusetts,2017,6789798,Utah,1335,146299
Massachusetts,2017,6789798,Vermont,2000,146299
Massachusetts,2017,6789798,Virginia,3083,146299
Massachusetts,2017,6789798,Washington,1672,146299
Massachusetts,2017,6789798,West Virginia,161,146299
Massachusetts,2017,6789798,Wisconsin,1098,146299
Massachusetts,2017,6789798,Wyoming,0,146299
Massachusetts,2017,6789798,abroad_PuertoRico,6748,146299
Massachusetts,2017,6789798,abroad_USIslandArea,273,146299
Massachusetts,2017,6789798,abroad_ForeignCountry,70632,146299
Michigan,2017,9851330,Alabama,3669,148787
Michigan,2017,9851330,Alaska,348,148787
Michigan,2017,9851330,Arizona,4948,148787
Michigan,2017,9851330,Arkansas,825,148787
Michigan,2017,9851330,California,10874,148787
Michigan,2017,9851330,Colorado,3001,148787
Michigan,2017,9851330,Connecticut,783,148787
Michigan,2017,9851330,Delaware,72,148787
Michigan,2017,9851330,District of Columbia ,445,148787
Michigan,2017,9851330,Florida,14479,148787
Michigan,2017,9851330,Georgia,5794,148787
Michigan,2017,9851330,Hawaii,188,148787
Michigan,2017,9851330,Idaho,216,148787
Michigan,2017,9851330,Illinois,13913,148787
Michigan,2017,9851330,Indiana,9171,148787
Michigan,2017,9851330,Iowa,1968,148787
Michigan,2017,9851330,Kansas,1465,148787
Michigan,2017,9851330,Kentucky,3957,148787
Michigan,2017,9851330,Louisiana,1651,148787
Michigan,2017,9851330,Maine,343,148787
Michigan,2017,9851330,Maryland,1472,148787
Michigan,2017,9851330,Massachusetts,1770,148787
Michigan,2017,9851330,Michigan,0,148787
Michigan,2017,9851330,Minnesota,1175,148787
Michigan,2017,9851330,Mississippi,1828,148787
Michigan,2017,9851330,Missouri,4244,148787
Michigan,2017,9851330,Montana,124,148787
Michigan,2017,9851330,Nebraska,620,148787
Michigan,2017,9851330,Nevada,1631,148787
Michigan,2017,9851330,New Hampshire,357,148787
Michigan,2017,9851330,New Jersey,1360,148787
Michigan,2017,9851330,New Mexico,456,148787
Michigan,2017,9851330,New York,7337,148787
Michigan,2017,9851330,North Carolina,3614,148787
Michigan,2017,9851330,North Dakota,882,148787
Michigan,2017,9851330,Ohio,12303,148787
Michigan,2017,9851330,Oklahoma,1027,148787
Michigan,2017,9851330,Oregon,2248,148787
Michigan,2017,9851330,Pennsylvania,3398,148787
Michigan,2017,9851330,Rhode Island,93,148787
Michigan,2017,9851330,South Carolina,2680,148787
Michigan,2017,9851330,South Dakota,119,148787
Michigan,2017,9851330,Tennessee,3703,148787
Michigan,2017,9851330,Texas,7033,148787
Michigan,2017,9851330,Utah,1250,148787
Michigan,2017,9851330,Vermont,330,148787
Michigan,2017,9851330,Virginia,3539,148787
Michigan,2017,9851330,Washington,1572,148787
Michigan,2017,9851330,West Virginia,392,148787
Michigan,2017,9851330,Wisconsin,3485,148787
Michigan,2017,9851330,Wyoming,635,148787
Michigan,2017,9851330,abroad_PuertoRico,2621,148787
Michigan,2017,9851330,abroad_USIslandArea,29,148787
Michigan,2017,9851330,abroad_ForeignCountry,45798,148787
Minnesota,2017,5510902,Alabama,491,115623
Minnesota,2017,5510902,Alaska,671,115623
Minnesota,2017,5510902,Arizona,2587,115623
Minnesota,2017,5510902,Arkansas,634,115623
Minnesota,2017,5510902,California,5518,115623
Minnesota,2017,5510902,Colorado,4221,115623
Minnesota,2017,5510902,Connecticut,932,115623
Minnesota,2017,5510902,Delaware,131,115623
Minnesota,2017,5510902,District of Columbia ,516,115623
Minnesota,2017,5510902,Florida,3512,115623
Minnesota,2017,5510902,Georgia,2247,115623
Minnesota,2017,5510902,Hawaii,416,115623
Minnesota,2017,5510902,Idaho,209,115623
Minnesota,2017,5510902,Illinois,7297,115623
Minnesota,2017,5510902,Indiana,2505,115623
Minnesota,2017,5510902,Iowa,5870,115623
Minnesota,2017,5510902,Kansas,669,115623
Minnesota,2017,5510902,Kentucky,360,115623
Minnesota,2017,5510902,Louisiana,378,115623
Minnesota,2017,5510902,Maine,164,115623
Minnesota,2017,5510902,Maryland,934,115623
Minnesota,2017,5510902,Massachusetts,1280,115623
Minnesota,2017,5510902,Michigan,4664,115623
Minnesota,2017,5510902,Minnesota,0,115623
Minnesota,2017,5510902,Mississippi,573,115623
Minnesota,2017,5510902,Missouri,1745,115623
Minnesota,2017,5510902,Montana,422,115623
Minnesota,2017,5510902,Nebraska,2225,115623
Minnesota,2017,5510902,Nevada,997,115623
Minnesota,2017,5510902,New Hampshire,74,115623
Minnesota,2017,5510902,New Jersey,1144,115623
Minnesota,2017,5510902,New Mexico,754,115623
Minnesota,2017,5510902,New York,3274,115623
Minnesota,2017,5510902,North Carolina,1737,115623
Minnesota,2017,5510902,North Dakota,10579,115623
Minnesota,2017,5510902,Ohio,2704,115623
Minnesota,2017,5510902,Oklahoma,301,115623
Minnesota,2017,5510902,Oregon,875,115623
Minnesota,2017,5510902,Pennsylvania,1249,115623
Minnesota,2017,5510902,Rhode Island,123,115623
Minnesota,2017,5510902,South Carolina,521,115623
Minnesota,2017,5510902,South Dakota,6244,115623
Minnesota,2017,5510902,Tennessee,2212,115623
Minnesota,2017,5510902,Texas,5529,115623
Minnesota,2017,5510902,Utah,392,115623
Minnesota,2017,5510902,Vermont,46,115623
Minnesota,2017,5510902,Virginia,1552,115623
Minnesota,2017,5510902,Washington,3333,115623
Minnesota,2017,5510902,West Virginia,44,115623
Minnesota,2017,5510902,Wisconsin,20555,115623
Minnesota,2017,5510902,Wyoming,213,115623
Minnesota,2017,5510902,abroad_PuertoRico,503,115623
Minnesota,2017,5510902,abroad_USIslandArea,0,115623
Minnesota,2017,5510902,abroad_ForeignCountry,22756,115623
Mississippi,2017,2946971,Alabama,5936,73549
Mississippi,2017,2946971,Alaska,127,73549
Mississippi,2017,2946971,Arizona,553,73549
Mississippi,2017,2946971,Arkansas,2251,73549
Mississippi,2017,2946971,California,4709,73549
Mississippi,2017,2946971,Colorado,1000,73549
Mississippi,2017,2946971,Connecticut,145,73549
Mississippi,2017,2946971,Delaware,68,73549
Mississippi,2017,2946971,District of Columbia ,0,73549
Mississippi,2017,2946971,Florida,4481,73549
Mississippi,2017,2946971,Georgia,7946,73549
Mississippi,2017,2946971,Hawaii,942,73549
Mississippi,2017,2946971,Idaho,0,73549
Mississippi,2017,2946971,Illinois,2611,73549
Mississippi,2017,2946971,Indiana,1958,73549
Mississippi,2017,2946971,Iowa,271,73549
