current_state,year,population,from,number_of_people,from_different_state_Total
Nebraska,2011,1817126,Florida,1105,52070
Nebraska,2011,1817126,Georgia,434,52070
Nebraska,2011,1817126,Hawaii,275,52070
Nebraska,2011,1817126,Idaho,506,52070
Nebraska,2011,1817126,Illinois,1415,52070
Nebraska,2011,1817126,Indiana,615,52070
Nebraska,2011,1817126,Iowa,9575,52070
Nebraska,2011,1817126,Kansas,3040,52070
Nebraska,2011,1817126,Kentucky,352,52070
Nebraska,2011,1817126,Louisiana,222,52070
Nebraska,2011,1817126,Maine,122,52070
Nebraska,2011,1817126,Maryland,318,52070
Nebraska,2011,1817126,Massachusetts,0,52070
Nebraska,2011,1817126,Michigan,683,52070
Nebraska,2011,1817126,Minnesota,1455,52070
Nebraska,2011,1817126,Mississippi,424,52070
Nebraska,2011,1817126,Missouri,1848,52070
Nebraska,2011,1817126,Montana,64,52070
Nebraska,2011,1817126,Nebraska,0,52070
Nebraska,2011,1817126,Nevada,240,52070
Nebraska,2011,1817126,New Hampshire,0,52070
Nebraska,2011,1817126,New Jersey,119,52070
Nebraska,2011,1817126,New Mexico,242,52070
Nebraska,2011,1817126,New York,544,52070
Nebraska,2011,1817126,North Carolina,829,52070
Nebraska,2011,1817126,North Dakota,292,52070
Nebraska,2011,1817126,Ohio,268,52070
Nebraska,2011,1817126,Oklahoma,1255,52070
Nebraska,2011,1817126,Oregon,1556,52070
Nebraska,2011,1817126,Pennsylvania,252,52070
Nebraska,2011,1817126,Rhode Island,0,52070
Nebraska,2011,1817126,South Carolina,243,52070
Nebraska,2011,1817126,South Dakota,2999,52070
Nebraska,2011,1817126,Tennessee,226,52070
Nebraska,2011,1817126,Texas,5343,52070
Nebraska,2011,1817126,Utah,734,52070
Nebraska,2011,1817126,Vermont,0,52070
Nebraska,2011,1817126,Virginia,615,52070
Nebraska,2011,1817126,Washington,835,52070
Nebraska,2011,1817126,West Virginia,24,52070
Nebraska,2011,1817126,Wisconsin,560,52070
Nebraska,2011,1817126,Wyoming,965,52070
Nebraska,2011,1817126,abroad_PuertoRico,0,52070
Nebraska,2011,1817126,abroad_USIslandArea,11,52070
Nebraska,2011,1817126,abroad_ForeignCountry,6585,52070
Nevada,2011,2688336,Alabama,280,110345
Nevada,2011,2688336,Alaska,597,110345
Nevada,2011,2688336,Arizona,10142,110345
Nevada,2011,2688336,Arkansas,310,110345
Nevada,2011,2688336,California,40114,110345
Nevada,2011,2688336,Colorado,2714,110345
Nevada,2011,2688336,Connecticut,189,110345
Nevada,2011,2688336,Delaware,184,110345
Nevada,2011,2688336,District of Columbia ,983,110345
Nevada,2011,2688336,Florida,2923,110345
Nevada,2011,2688336,Georgia,1731,110345
Nevada,2011,2688336,Hawaii,4093,110345
Nevada,2011,2688336,Idaho,3929,110345
Nevada,2011,2688336,Illinois,1668,110345
Nevada,2011,2688336,Indiana,855,110345
Nevada,2011,2688336,Iowa,114,110345
Nevada,2011,2688336,Kansas,602,110345
Nevada,2011,2688336,Kentucky,628,110345
Nevada,2011,2688336,Louisiana,78,110345
Nevada,2011,2688336,Maine,49,110345
Nevada,2011,2688336,Maryland,931,110345
Nevada,2011,2688336,Massachusetts,256,110345
Nevada,2011,2688336,Michigan,1663,110345
Nevada,2011,2688336,Minnesota,1055,110345
Nevada,2011,2688336,Mississippi,203,110345
Nevada,2011,2688336,Missouri,335,110345
Nevada,2011,2688336,Montana,1137,110345
Nevada,2011,2688336,Nebraska,32,110345
Nevada,2011,2688336,Nevada,0,110345
Nevada,2011,2688336,New Hampshire,0,110345
Nevada,2011,2688336,New Jersey,2118,110345
Nevada,2011,2688336,New Mexico,2136,110345
Nevada,2011,2688336,New York,1516,110345
Nevada,2011,2688336,North Carolina,1333,110345
Nevada,2011,2688336,North Dakota,0,110345
Nevada,2011,2688336,Ohio,1354,110345
Nevada,2011,2688336,Oklahoma,258,110345
Nevada,2011,2688336,Oregon,1691,110345
Nevada,2011,2688336,Pennsylvania,570,110345
Nevada,2011,2688336,Rhode Island,86,110345
Nevada,2011,2688336,South Carolina,165,110345
Nevada,2011,2688336,South Dakota,588,110345
Nevada,2011,2688336,Tennessee,96,110345
Nevada,2011,2688336,Texas,7249,110345
Nevada,2011,2688336,Utah,3365,110345
Nevada,2011,2688336,Vermont,0,110345
Nevada,2011,2688336,Virginia,1740,110345
Nevada,2011,2688336,Washington,4680,110345
Nevada,2011,2688336,West Virginia,0,110345
Nevada,2011,2688336,Wisconsin,2672,110345
Nevada,2011,2688336,Wyoming,933,110345
Nevada,2011,2688336,abroad_PuertoRico,153,110345
Nevada,2011,2688336,abroad_USIslandArea,127,110345
Nevada,2011,2688336,abroad_ForeignCountry,12726,110345
New Hampshire,2011,1305678,Alabama,193,37000
New Hampshire,2011,1305678,Alaska,0,37000
New Hampshire,2011,1305678,Arizona,246,37000
New Hampshire,2011,1305678,Arkansas,22,37000
New Hampshire,2011,1305678,California,547,37000
New Hampshire,2011,1305678,Colorado,403,37000
New Hampshire,2011,1305678,Connecticut,1617,37000
New Hampshire,2011,1305678,Delaware,20,37000
New Hampshire,2011,1305678,District of Columbia ,68,37000
New Hampshire,2011,1305678,Florida,1970,37000
New Hampshire,2011,1305678,Georgia,535,37000
New Hampshire,2011,1305678,Hawaii,0,37000
New Hampshire,2011,1305678,Idaho,0,37000
New Hampshire,2011,1305678,Illinois,478,37000
New Hampshire,2011,1305678,Indiana,470,37000
New Hampshire,2011,1305678,Iowa,47,37000
New Hampshire,2011,1305678,Kansas,0,37000
New Hampshire,2011,1305678,Kentucky,0,37000
New Hampshire,2011,1305678,Louisiana,0,37000
New Hampshire,2011,1305678,Maine,3080,37000
New Hampshire,2011,1305678,Maryland,222,37000
New Hampshire,2011,1305678,Massachusetts,15526,37000
New Hampshire,2011,1305678,Michigan,155,37000
New Hampshire,2011,1305678,Minnesota,104,37000
New Hampshire,2011,1305678,Mississippi,160,37000
New Hampshire,2011,1305678,Missouri,153,37000
New Hampshire,2011,1305678,Montana,230,37000
New Hampshire,2011,1305678,Nebraska,33,37000
New Hampshire,2011,1305678,Nevada,186,37000
New Hampshire,2011,1305678,New Hampshire,0,37000
New Hampshire,2011,1305678,New Jersey,294,37000
New Hampshire,2011,1305678,New Mexico,186,37000
New Hampshire,2011,1305678,New York,1471,37000
New Hampshire,2011,1305678,North Carolina,1297,37000
New Hampshire,2011,1305678,North Dakota,47,37000
New Hampshire,2011,1305678,Ohio,248,37000
New Hampshire,2011,1305678,Oklahoma,0,37000
New Hampshire,2011,1305678,Oregon,198,37000
New Hampshire,2011,1305678,Pennsylvania,1015,37000
New Hampshire,2011,1305678,Rhode Island,608,37000
New Hampshire,2011,1305678,South Carolina,588,37000
New Hampshire,2011,1305678,South Dakota,86,37000
New Hampshire,2011,1305678,Tennessee,126,37000
New Hampshire,2011,1305678,Texas,605,37000
New Hampshire,2011,1305678,Utah,158,37000
New Hampshire,2011,1305678,Vermont,2138,37000
New Hampshire,2011,1305678,Virginia,880,37000
New Hampshire,2011,1305678,Washington,428,37000
New Hampshire,2011,1305678,West Virginia,0,37000
New Hampshire,2011,1305678,Wisconsin,0,37000
New Hampshire,2011,1305678,Wyoming,162,37000
New Hampshire,2011,1305678,abroad_PuertoRico,0,37000
New Hampshire,2011,1305678,abroad_USIslandArea,0,37000
New Hampshire,2011,1305678,abroad_ForeignCountry,5313,37000
New Jersey,2011,8719952,Alabama,189,140194
New Jersey,2011,8719952,Alaska,1198,140194
New Jersey,2011,8719952,Arizona,3784,140194
New Jersey,2011,8719952,Arkansas,57,140194
New Jersey,2011,8719952,California,5986,140194
New Jersey,2011,8719952,Colorado,2203,140194
New Jersey,2011,8719952,Connecticut,1924,140194
New Jersey,2011,8719952,Delaware,2100,140194
New Jersey,2011,8719952,District of Columbia ,781,140194
New Jersey,2011,8719952,Florida,12907,140194
New Jersey,2011,8719952,Georgia,4268,140194
New Jersey,2011,8719952,Hawaii,264,140194
New Jersey,2011,8719952,Idaho,256,140194
New Jersey,2011,8719952,Illinois,3690,140194
New Jersey,2011,8719952,Indiana,718,140194
New Jersey,2011,8719952,Iowa,332,140194
New Jersey,2011,8719952,Kansas,317,140194
New Jersey,2011,8719952,Kentucky,102,140194
New Jersey,2011,8719952,Louisiana,871,140194
New Jersey,2011,8719952,Maine,624,140194
New Jersey,2011,8719952,Maryland,5335,140194
New Jersey,2011,8719952,Massachusetts,4675,140194
New Jersey,2011,8719952,Michigan,1889,140194
New Jersey,2011,8719952,Minnesota,1261,140194
New Jersey,2011,8719952,Mississippi,510,140194
New Jersey,2011,8719952,Missouri,583,140194
New Jersey,2011,8719952,Montana,49,140194
New Jersey,2011,8719952,Nebraska,312,140194
New Jersey,2011,8719952,Nevada,899,140194
New Jersey,2011,8719952,New Hampshire,499,140194
New Jersey,2011,8719952,New Jersey,0,140194
New Jersey,2011,8719952,New Mexico,355,140194
New Jersey,2011,8719952,New York,40815,140194
New Jersey,2011,8719952,North Carolina,2482,140194
New Jersey,2011,8719952,North Dakota,61,140194
New Jersey,2011,8719952,Ohio,1121,140194
New Jersey,2011,8719952,Oklahoma,773,140194
New Jersey,2011,8719952,Oregon,360,140194
New Jersey,2011,8719952,Pennsylvania,19733,140194
New Jersey,2011,8719952,Rhode Island,463,140194
New Jersey,2011,8719952,South Carolina,1586,140194
New Jersey,2011,8719952,South Dakota,0,140194
New Jersey,2011,8719952,Tennessee,1412,140194
New Jersey,2011,8719952,Texas,3801,140194
New Jersey,2011,8719952,Utah,256,140194
New Jersey,2011,8719952,Vermont,0,140194
New Jersey,2011,8719952,Virginia,4458,140194
New Jersey,2011,8719952,Washington,2454,140194
New Jersey,2011,8719952,West Virginia,1252,140194
New Jersey,2011,8719952,Wisconsin,214,140194
New Jersey,2011,8719952,Wyoming,15,140194
New Jersey,2011,8719952,abroad_PuertoRico,4312,140194
New Jersey,2011,8719952,abroad_USIslandArea,73,140194
New Jersey,2011,8719952,abroad_ForeignCountry,56332,140194
New Mexico,2011,2055293,Alabama,410,62130
New Mexico,2011,2055293,Alaska,416,62130
New Mexico,2011,2055293,Arizona,7444,62130
New Mexico,2011,2055293,Arkansas,682,62130
New Mexico,2011,2055293,California,7066,62130
New Mexico,2011,2055293,Colorado,5525,62130
New Mexico,2011,2055293,Connecticut,0,62130
New Mexico,2011,2055293,Delaware,0,62130
New Mexico,2011,2055293,District of Columbia ,212,62130
New Mexico,2011,2055293,Florida,2806,62130
New Mexico,2011,2055293,Georgia,676,62130
New Mexico,2011,2055293,Hawaii,81,62130
New Mexico,2011,2055293,Idaho,355,62130
New Mexico,2011,2055293,Illinois,466,62130
New Mexico,2011,2055293,Indiana,2030,62130
New Mexico,2011,2055293,Iowa,0,62130
New Mexico,2011,2055293,Kansas,1333,62130
New Mexico,2011,2055293,Kentucky,87,62130
New Mexico,2011,2055293,Louisiana,184,62130
New Mexico,2011,2055293,Maine,510,62130
New Mexico,2011,2055293,Maryland,2277,62130
New Mexico,2011,2055293,Massachusetts,252,62130
New Mexico,2011,2055293,Michigan,908,62130
New Mexico,2011,2055293,Minnesota,438,62130
New Mexico,2011,2055293,Mississippi,556,62130
New Mexico,2011,2055293,Missouri,1183,62130
New Mexico,2011,2055293,Montana,544,62130
New Mexico,2011,2055293,Nebraska,353,62130
New Mexico,2011,2055293,Nevada,2099,62130
New Mexico,2011,2055293,New Hampshire,114,62130
New Mexico,2011,2055293,New Jersey,245,62130
New Mexico,2011,2055293,New Mexico,0,62130
New Mexico,2011,2055293,New York,1445,62130
New Mexico,2011,2055293,North Carolina,522,62130
New Mexico,2011,2055293,North Dakota,264,62130
New Mexico,2011,2055293,Ohio,1742,62130
New Mexico,2011,2055293,Oklahoma,234,62130
New Mexico,2011,2055293,Oregon,916,62130
New Mexico,2011,2055293,Pennsylvania,492,62130
New Mexico,2011,2055293,Rhode Island,0,62130
New Mexico,2011,2055293,South Carolina,145,62130
New Mexico,2011,2055293,South Dakota,240,62130
New Mexico,2011,2055293,Tennessee,899,62130
New Mexico,2011,2055293,Texas,13633,62130
New Mexico,2011,2055293,Utah,303,62130
New Mexico,2011,2055293,Vermont,71,62130
New Mexico,2011,2055293,Virginia,425,62130
New Mexico,2011,2055293,Washington,924,62130
New Mexico,2011,2055293,West Virginia,0,62130
New Mexico,2011,2055293,Wisconsin,340,62130
New Mexico,2011,2055293,Wyoming,283,62130
New Mexico,2011,2055293,abroad_PuertoRico,99,62130
New Mexico,2011,2055293,abroad_USIslandArea,0,62130
New Mexico,2011,2055293,abroad_ForeignCountry,11433,62130
New York,2011,19248685,Alabama,1812,282209
New York,2011,19248685,Alaska,6124,282209
New York,2011,19248685,Arizona,2821,282209
New York,2011,19248685,Arkansas,1041,282209
New York,2011,19248685,California,25761,282209
New York,2011,19248685,Colorado,3724,282209
New York,2011,19248685,Connecticut,15123,282209
New York,2011,19248685,Delaware,1124,282209
New York,2011,19248685,District of Columbia ,3702,282209
New York,2011,19248685,Florida,29344,282209
New York,2011,19248685,Georgia,10584,282209
New York,2011,19248685,Hawaii,1002,282209
New York,2011,19248685,Idaho,434,282209
New York,2011,19248685,Illinois,6914,282209
New York,2011,19248685,Indiana,2198,282209
New York,2011,19248685,Iowa,928,282209
New York,2011,19248685,Kansas,838,282209
New York,2011,19248685,Kentucky,2414,282209
New York,2011,19248685,Louisiana,1495,282209
New York,2011,19248685,Maine,2915,282209
New York,2011,19248685,Maryland,5037,282209
New York,2011,19248685,Massachusetts,14646,282209
New York,2011,19248685,Michigan,3936,282209
New York,2011,19248685,Minnesota,1824,282209
New York,2011,19248685,Mississippi,401,282209
New York,2011,19248685,Missouri,1417,282209
New York,2011,19248685,Montana,391,282209
New York,2011,19248685,Nebraska,579,282209
New York,2011,19248685,Nevada,1785,282209
New York,2011,19248685,New Hampshire,2972,282209
New York,2011,19248685,New Jersey,41450,282209
New York,2011,19248685,New Mexico,461,282209
New York,2011,19248685,New York,0,282209
New York,2011,19248685,North Carolina,9336,282209
New York,2011,19248685,North Dakota,374,282209
New York,2011,19248685,Ohio,5191,282209
New York,2011,19248685,Oklahoma,1425,282209
New York,2011,19248685,Oregon,2189,282209
New York,2011,19248685,Pennsylvania,26596,282209
New York,2011,19248685,Rhode Island,1393,282209
New York,2011,19248685,South Carolina,6947,282209
New York,2011,19248685,South Dakota,112,282209
New York,2011,19248685,Tennessee,2660,282209
New York,2011,19248685,Texas,9151,282209
New York,2011,19248685,Utah,773,282209
New York,2011,19248685,Vermont,3882,282209
New York,2011,19248685,Virginia,10800,282209
New York,2011,19248685,Washington,2986,282209
New York,2011,19248685,West Virginia,631,282209
New York,2011,19248685,Wisconsin,1878,282209
New York,2011,19248685,Wyoming,688,282209
New York,2011,19248685,abroad_PuertoRico,10582,282209
New York,2011,19248685,abroad_USIslandArea,254,282209
New York,2011,19248685,abroad_ForeignCountry,144275,282209
North Carolina,2011,9539412,Alabama,5420,265291
North Carolina,2011,9539412,Alaska,3991,265291
North Carolina,2011,9539412,Arizona,4286,265291
North Carolina,2011,9539412,Arkansas,327,265291
North Carolina,2011,9539412,California,15373,265291
North Carolina,2011,9539412,Colorado,3919,265291
North Carolina,2011,9539412,Connecticut,1975,265291
North Carolina,2011,9539412,Delaware,954,265291
North Carolina,2011,9539412,District of Columbia ,1135,265291
North Carolina,2011,9539412,Florida,28044,265291
North Carolina,2011,9539412,Georgia,16192,265291
North Carolina,2011,9539412,Hawaii,1806,265291
North Carolina,2011,9539412,Idaho,675,265291
North Carolina,2011,9539412,Illinois,5971,265291
North Carolina,2011,9539412,Indiana,3228,265291
North Carolina,2011,9539412,Iowa,654,265291
North Carolina,2011,9539412,Kansas,4995,265291
North Carolina,2011,9539412,Kentucky,1637,265291
North Carolina,2011,9539412,Louisiana,2936,265291
North Carolina,2011,9539412,Maine,824,265291
North Carolina,2011,9539412,Maryland,10485,265291
North Carolina,2011,9539412,Massachusetts,9053,265291
North Carolina,2011,9539412,Michigan,7530,265291
North Carolina,2011,9539412,Minnesota,1294,265291
North Carolina,2011,9539412,Mississippi,1273,265291
North Carolina,2011,9539412,Missouri,2638,265291
North Carolina,2011,9539412,Montana,563,265291
North Carolina,2011,9539412,Nebraska,1056,265291
North Carolina,2011,9539412,Nevada,1048,265291
North Carolina,2011,9539412,New Hampshire,2078,265291
North Carolina,2011,9539412,New Jersey,10374,265291
North Carolina,2011,9539412,New Mexico,1737,265291
North Carolina,2011,9539412,New York,18321,265291
North Carolina,2011,9539412,North Carolina,0,265291
North Carolina,2011,9539412,North Dakota,189,265291
North Carolina,2011,9539412,Ohio,10187,265291
North Carolina,2011,9539412,Oklahoma,1390,265291
North Carolina,2011,9539412,Oregon,1175,265291
North Carolina,2011,9539412,Pennsylvania,9450,265291
North Carolina,2011,9539412,Rhode Island,444,265291
North Carolina,2011,9539412,South Carolina,20427,265291
North Carolina,2011,9539412,South Dakota,565,265291
North Carolina,2011,9539412,Tennessee,6057,265291
North Carolina,2011,9539412,Texas,6621,265291
North Carolina,2011,9539412,Utah,961,265291
North Carolina,2011,9539412,Vermont,212,265291
North Carolina,2011,9539412,Virginia,27302,265291
North Carolina,2011,9539412,Washington,3295,265291
North Carolina,2011,9539412,West Virginia,2780,265291
North Carolina,2011,9539412,Wisconsin,2291,265291
North Carolina,2011,9539412,Wyoming,153,265291
North Carolina,2011,9539412,abroad_PuertoRico,844,265291
North Carolina,2011,9539412,abroad_USIslandArea,582,265291
North Carolina,2011,9539412,abroad_ForeignCountry,41947,265291
North Dakota,2011,675161,Alabama,97,32510
North Dakota,2011,675161,Alaska,393,32510
North Dakota,2011,675161,Arizona,1313,32510
North Dakota,2011,675161,Arkansas,249,32510
North Dakota,2011,675161,California,1356,32510
North Dakota,2011,675161,Colorado,1229,32510
North Dakota,2011,675161,Connecticut,0,32510
North Dakota,2011,675161,Delaware,84,32510
North Dakota,2011,675161,District of Columbia ,0,32510
North Dakota,2011,675161,Florida,459,32510
North Dakota,2011,675161,Georgia,364,32510
North Dakota,2011,675161,Hawaii,138,32510
North Dakota,2011,675161,Idaho,1209,32510
North Dakota,2011,675161,Illinois,571,32510
North Dakota,2011,675161,Indiana,130,32510
North Dakota,2011,675161,Iowa,208,32510
North Dakota,2011,675161,Kansas,75,32510
North Dakota,2011,675161,Kentucky,0,32510
North Dakota,2011,675161,Louisiana,422,32510
North Dakota,2011,675161,Maine,50,32510
North Dakota,2011,675161,Maryland,10,32510
North Dakota,2011,675161,Massachusetts,369,32510
North Dakota,2011,675161,Michigan,328,32510
North Dakota,2011,675161,Minnesota,12244,32510
North Dakota,2011,675161,Mississippi,80,32510
North Dakota,2011,675161,Missouri,330,32510
North Dakota,2011,675161,Montana,1227,32510
North Dakota,2011,675161,Nebraska,218,32510
North Dakota,2011,675161,Nevada,845,32510
North Dakota,2011,675161,New Hampshire,0,32510
North Dakota,2011,675161,New Jersey,183,32510
North Dakota,2011,675161,New Mexico,99,32510
North Dakota,2011,675161,New York,264,32510
North Dakota,2011,675161,North Carolina,900,32510
North Dakota,2011,675161,North Dakota,0,32510
North Dakota,2011,675161,Ohio,286,32510
North Dakota,2011,675161,Oklahoma,59,32510
North Dakota,2011,675161,Oregon,264,32510
North Dakota,2011,675161,Pennsylvania,652,32510
North Dakota,2011,675161,Rhode Island,0,32510
North Dakota,2011,675161,South Carolina,1,32510
North Dakota,2011,675161,South Dakota,1293,32510
North Dakota,2011,675161,Tennessee,113,32510
North Dakota,2011,675161,Texas,1862,32510
North Dakota,2011,675161,Utah,429,32510
North Dakota,2011,675161,Vermont,0,32510
North Dakota,2011,675161,Virginia,166,32510
North Dakota,2011,675161,Washington,404,32510
North Dakota,2011,675161,West Virginia,0,32510
North Dakota,2011,675161,Wisconsin,1398,32510
North Dakota,2011,675161,Wyoming,139,32510
North Dakota,2011,675161,abroad_PuertoRico,76,32510
North Dakota,2011,675161,abroad_USIslandArea,0,32510
North Dakota,2011,675161,abroad_ForeignCountry,2832,32510
Ohio,2011,11418944,Alabama,1567,191778
Ohio,2011,11418944,Alaska,1637,191778
Ohio,2011,11418944,Arizona,6763,191778
Ohio,2011,11418944,Arkansas,1952,191778
Ohio,2011,11418944,California,9032,191778
Ohio,2011,11418944,Colorado,2690,191778
Ohio,2011,11418944,Connecticut,1189,191778
Ohio,2011,11418944,Delaware,263,191778
Ohio,2011,11418944,District of Columbia ,587,191778
Ohio,2011,11418944,Florida,16492,191778
Ohio,2011,11418944,Georgia,4290,191778
Ohio,2011,11418944,Hawaii,1044,191778
Ohio,2011,11418944,Idaho,312,191778
Ohio,2011,11418944,Illinois,7027,191778
Ohio,2011,11418944,Indiana,11588,191778
Ohio,2011,11418944,Iowa,1146,191778
Ohio,2011,11418944,Kansas,657,191778
Ohio,2011,11418944,Kentucky,12744,191778
Ohio,2011,11418944,Louisiana,1872,191778
Ohio,2011,11418944,Maine,0,191778
Ohio,2011,11418944,Maryland,4982,191778
Ohio,2011,11418944,Massachusetts,2101,191778
Ohio,2011,11418944,Michigan,14330,191778
Ohio,2011,11418944,Minnesota,1788,191778
Ohio,2011,11418944,Mississippi,691,191778
Ohio,2011,11418944,Missouri,2003,191778
Ohio,2011,11418944,Montana,101,191778
Ohio,2011,11418944,Nebraska,1176,191778
Ohio,2011,11418944,Nevada,1851,191778
Ohio,2011,11418944,New Hampshire,1992,191778
Ohio,2011,11418944,New Jersey,3936,191778
Ohio,2011,11418944,New Mexico,255,191778
Ohio,2011,11418944,New York,8784,191778
Ohio,2011,11418944,North Carolina,4572,191778
Ohio,2011,11418944,North Dakota,204,191778
Ohio,2011,11418944,Ohio,0,191778
Ohio,2011,11418944,Oklahoma,2333,191778
Ohio,2011,11418944,Oregon,1326,191778
Ohio,2011,11418944,Pennsylvania,14292,191778
Ohio,2011,11418944,Rhode Island,369,191778
Ohio,2011,11418944,South Carolina,3826,191778
Ohio,2011,11418944,South Dakota,34,191778
Ohio,2011,11418944,Tennessee,6468,191778
Ohio,2011,11418944,Texas,11987,191778
Ohio,2011,11418944,Utah,691,191778
Ohio,2011,11418944,Vermont,68,191778
Ohio,2011,11418944,Virginia,5425,191778
Ohio,2011,11418944,Washington,1979,191778
Ohio,2011,11418944,West Virginia,7548,191778
Ohio,2011,11418944,Wisconsin,2534,191778
Ohio,2011,11418944,Wyoming,1280,191778
Ohio,2011,11418944,abroad_PuertoRico,1607,191778
Ohio,2011,11418944,abroad_USIslandArea,458,191778
Ohio,2011,11418944,abroad_ForeignCountry,35026,191778
Oklahoma,2011,3742698,Alabama,591,108878
Oklahoma,2011,3742698,Alaska,1137,108878
Oklahoma,2011,3742698,Arizona,3770,108878
Oklahoma,2011,3742698,Arkansas,6894,108878
Oklahoma,2011,3742698,California,8233,108878
Oklahoma,2011,3742698,Colorado,3273,108878
Oklahoma,2011,3742698,Connecticut,97,108878
Oklahoma,2011,3742698,Delaware,66,108878
Oklahoma,2011,3742698,District of Columbia ,191,108878
Oklahoma,2011,3742698,Florida,6056,108878
Oklahoma,2011,3742698,Georgia,3514,108878
Oklahoma,2011,3742698,Hawaii,140,108878
Oklahoma,2011,3742698,Idaho,21,108878
Oklahoma,2011,3742698,Illinois,2179,108878
Oklahoma,2011,3742698,Indiana,2113,108878
Oklahoma,2011,3742698,Iowa,580,108878
Oklahoma,2011,3742698,Kansas,4626,108878
Oklahoma,2011,3742698,Kentucky,1398,108878
Oklahoma,2011,3742698,Louisiana,1934,108878
Oklahoma,2011,3742698,Maine,271,108878
Oklahoma,2011,3742698,Maryland,432,108878
Oklahoma,2011,3742698,Massachusetts,160,108878
Oklahoma,2011,3742698,Michigan,1038,108878
Oklahoma,2011,3742698,Minnesota,497,108878
Oklahoma,2011,3742698,Mississippi,199,108878
Oklahoma,2011,3742698,Missouri,5781,108878
Oklahoma,2011,3742698,Montana,803,108878
Oklahoma,2011,3742698,Nebraska,1979,108878
Oklahoma,2011,3742698,Nevada,705,108878
Oklahoma,2011,3742698,New Hampshire,0,108878
Oklahoma,2011,3742698,New Jersey,391,108878
Oklahoma,2011,3742698,New Mexico,403,108878
Oklahoma,2011,3742698,New York,1858,108878
Oklahoma,2011,3742698,North Carolina,1322,108878
Oklahoma,2011,3742698,North Dakota,928,108878
Oklahoma,2011,3742698,Ohio,1608,108878
Oklahoma,2011,3742698,Oklahoma,0,108878
Oklahoma,2011,3742698,Oregon,917,108878
Oklahoma,2011,3742698,Pennsylvania,1116,108878
Oklahoma,2011,3742698,Rhode Island,152,108878
Oklahoma,2011,3742698,South Carolina,2015,108878
Oklahoma,2011,3742698,South Dakota,600,108878
Oklahoma,2011,3742698,Tennessee,1700,108878
Oklahoma,2011,3742698,Texas,31595,108878
Oklahoma,2011,3742698,Utah,587,108878
Oklahoma,2011,3742698,Vermont,0,108878
Oklahoma,2011,3742698,Virginia,1013,108878
Oklahoma,2011,3742698,Washington,1246,108878
Oklahoma,2011,3742698,West Virginia,44,108878
Oklahoma,2011,3742698,Wisconsin,942,108878
Oklahoma,2011,3742698,Wyoming,1763,108878
Oklahoma,2011,3742698,abroad_PuertoRico,105,108878
Oklahoma,2011,3742698,abroad_USIslandArea,47,108878
Oklahoma,2011,3742698,abroad_ForeignCountry,16129,108878
Oregon,2011,3828714,Alabama,758,127906
Oregon,2011,3828714,Alaska,1935,127906
Oregon,2011,3828714,Arizona,7911,127906
Oregon,2011,3828714,Arkansas,988,127906
Oregon,2011,3828714,California,34214,127906
Oregon,2011,3828714,Colorado,2110,127906
Oregon,2011,3828714,Connecticut,949,127906
Oregon,2011,3828714,Delaware,251,127906
Oregon,2011,3828714,District of Columbia ,349,127906
Oregon,2011,3828714,Florida,3384,127906
Oregon,2011,3828714,Georgia,1946,127906
Oregon,2011,3828714,Hawaii,2491,127906
Oregon,2011,3828714,Idaho,6236,127906
Oregon,2011,3828714,Illinois,1350,127906
Oregon,2011,3828714,Indiana,1371,127906
Oregon,2011,3828714,Iowa,659,127906
Oregon,2011,3828714,Kansas,1263,127906
Oregon,2011,3828714,Kentucky,71,127906
Oregon,2011,3828714,Louisiana,0,127906
Oregon,2011,3828714,Maine,269,127906
Oregon,2011,3828714,Maryland,453,127906
Oregon,2011,3828714,Massachusetts,1423,127906
Oregon,2011,3828714,Michigan,1652,127906
Oregon,2011,3828714,Minnesota,1413,127906
Oregon,2011,3828714,Mississippi,7,127906
Oregon,2011,3828714,Missouri,1172,127906
Oregon,2011,3828714,Montana,1079,127906
Oregon,2011,3828714,Nebraska,324,127906
Oregon,2011,3828714,Nevada,7222,127906
Oregon,2011,3828714,New Hampshire,427,127906
Oregon,2011,3828714,New Jersey,1322,127906
Oregon,2011,3828714,New Mexico,537,127906
Oregon,2011,3828714,New York,2056,127906
Oregon,2011,3828714,North Carolina,1099,127906
Oregon,2011,3828714,North Dakota,313,127906
Oregon,2011,3828714,Ohio,949,127906
Oregon,2011,3828714,Oklahoma,2034,127906
Oregon,2011,3828714,Oregon,0,127906
Oregon,2011,3828714,Pennsylvania,1407,127906
Oregon,2011,3828714,Rhode Island,0,127906
Oregon,2011,3828714,South Carolina,370,127906
Oregon,2011,3828714,South Dakota,417,127906
Oregon,2011,3828714,Tennessee,673,127906
Oregon,2011,3828714,Texas,4498,127906
Oregon,2011,3828714,Utah,3443,127906
Oregon,2011,3828714,Vermont,176,127906
Oregon,2011,3828714,Virginia,1179,127906
Oregon,2011,3828714,Washington,21862,127906
Oregon,2011,3828714,West Virginia,66,127906
Oregon,2011,3828714,Wisconsin,914,127906
Oregon,2011,3828714,Wyoming,914,127906
Oregon,2011,3828714,abroad_PuertoRico,4,127906
Oregon,2011,3828714,abroad_USIslandArea,549,127906
Oregon,2011,3828714,abroad_ForeignCountry,22802,127906
Pennsylvania,2011,12610486,Alabama,1332,234291
Pennsylvania,2011,12610486,Alaska,759,234291
Pennsylvania,2011,12610486,Arizona,2278,234291
