state,year,median_sale_price,homes_sold
Illinois,2016-09-01,196100,13467
Mississippi,2021-11-01,234400,1231
Oklahoma,2019-01-01,155500,2329
Illinois,2016-04-01,230300,2710
Nevada,2012-03-01,58000,581
North Carolina,2016-01-01,188800,5913
Columbia,2019-05-01,712500,18
Indiana,2015-04-01,148400,3735
Kentucky,2021-07-01,221700,32
Delaware,2015-10-01,145300,10
Ohio,2016-07-01,151400,11786
Kentucky,2016-05-01,122600,293
Nevada,2020-06-01,342100,3303
Nevada,2018-08-01,306600,63
Wisconsin,2019-06-01,217000,8244
South Dakota,2022-01-01,305000,192
Tennessee,2021-02-01,263100,294
Louisiana,2021-08-01,247600,3506
Rhode Island,2015-12-01,243600,870
Ohio,2014-05-01,47500,250
Nebraska,2017-01-01,126000,26
Missouri,2021-10-01,231800,5959
Connecticut,2020-09-01,203300,1079
Maine,2018-10-01,215800,1956
Oklahoma,2014-05-01,149800,22
Oklahoma,2015-06-01,86200,67
Arkansas,2018-09-01,167600,2121
South Carolina,2016-04-01,155400,222
Oregon,2017-06-01,341800,5810
Utah,2022-04-01,504100,492
Arizona,2013-12-01,164500,60
Virginia,2014-07-01,323300,7678
Oregon,2013-08-01,211100,193
California,2020-08-01,641000,37213
California,2021-08-01,576400,5680
Iowa,2012-12-01,148300,647
North Carolina,2013-01-01,172200,2471
Tennessee,2013-11-01,131100,2465
Hawaii,2017-08-01,532600,1469
Washington,2019-01-01,398900,5923
California,2020-01-01,583700,960
New Hampshire,2017-06-01,282800,2111
South Dakota,2017-10-01,195900,318
Mississippi,2017-08-01,126500,25
Missouri,2012-08-01,120300,1597
South Dakota,2021-01-01,165200,8
Oregon,2019-12-01,366800,4113
Massachusetts,2020-10-01,545800,580
Indiana,2021-01-01,115600,90
New Hampshire,2016-02-01,157700,36
New York,2020-05-01,342600,5625
Rhode Island,2015-01-01,205400,90
South Dakota,2013-11-01,155600,243
Hawaii,2016-11-01,450800,684
Virginia,2018-05-01,334700,12182
Oregon,2015-11-01,223800,270
Idaho,2020-01-01,305000,1775
Mississippi,2013-04-01,82700,12
New Jersey,2018-08-01,264900,618
Nevada,2021-08-01,424900,4164
Rhode Island,2017-09-01,266100,1354
Hawaii,2016-12-01,592500,688
Michigan,2013-05-01,126700,7635
Alaska,2012-02-01,254400,237
Vermont,2016-02-01,174900,15
New Mexico,2019-12-01,269600,43
Pennsylvania,2021-11-01,265200,11865
Alaska,2012-03-01,331000,13
Wisconsin,2018-02-01,118200,231
Michigan,2022-05-01,243900,1362
New Jersey,2020-03-01,325200,8581
Florida,2020-10-01,324200,28704
Maryland,2019-03-01,239800,2068
Colorado,2014-05-01,324300,61
Virginia,2015-03-01,298100,5690
Maryland,2020-06-01,400700,5173
Michigan,2021-09-01,234500,11376
Nebraska,2016-02-01,157000,1008
Alabama,2021-11-01,268100,3511
Delaware,2021-04-01,178600,16
Oklahoma,2014-08-01,151500,3517
Virginia,2017-07-01,328000,11285
Delaware,2020-10-01,262000,1035
Massachusetts,2020-11-01,438600,1240
Kansas,2014-01-01,87000,15
Louisiana,2018-11-01,129200,28
Virginia,2013-07-01,244500,752
New Hampshire,2019-06-01,232400,197
Idaho,2019-03-01,281500,1973
Pennsylvania,2021-07-01,311200,8783
Connecticut,2013-10-01,114700,113
Pennsylvania,2013-03-01,137900,1790
Illinois,2017-05-01,236300,3258
Tennessee,2012-06-01,33500,14
Washington,2016-06-01,362200,12494
Maine,2014-10-01,145100,21
South Carolina,2017-07-01,146000,631
Idaho,2021-01-01,337700,54
Idaho,2017-05-01,288300,41
Pennsylvania,2018-11-01,184800,3171
Arkansas,2014-03-01,131600,985
West Virginia,2014-01-01,107300,32
Pennsylvania,2012-09-01,94400,150
Kentucky,2018-09-01,180300,2717
Kentucky,2018-10-01,173700,3131
Connecticut,2019-01-01,232200,2777
Connecticut,2013-12-01,187000,1569
Columbia,2021-12-01,800000,381
Utah,2019-05-01,339700,4922
South Dakota,2012-12-01,152900,291
Vermont,2017-02-01,269100,26
Vermont,2014-02-01,201200,334
Connecticut,2019-06-01,285500,5102
South Dakota,2015-12-01,151000,8
Tennessee,2022-02-01,353900,6369
Oregon,2015-09-01,236400,252
Massachusetts,2013-10-01,318200,6320
Colorado,2016-12-01,509600,51
Hawaii,2021-08-01,523000,916
Missouri,2015-12-01,93000,46
Utah,2018-10-01,325800,4017
West Virginia,2016-12-01,173400,307
South Carolina,2022-03-01,297400,481
Maryland,2019-02-01,189300,431
West Virginia,2022-01-01,255300,1
New York,2021-11-01,495300,13608
Idaho,2022-04-01,712100,31
Oregon,2015-10-01,254500,234
Mississippi,2020-02-01,74000,3
Missouri,2013-11-01,80600,23
Rhode Island,2018-12-01,268800,1106
Columbia,2014-01-01,360000,198
Idaho,2019-06-01,300000,2836
Pennsylvania,2012-11-01,141000,1882
South Carolina,2016-08-01,213900,5145
North Carolina,2015-04-01,136800,216
Oklahoma,2016-11-01,142600,22
California,2012-06-01,270600,4776
Michigan,2016-12-01,145900,1187
Massachusetts,2012-02-01,241100,308
Virginia,2016-07-01,239800,1107
Indiana,2020-06-01,122500,56
Pennsylvania,2020-05-01,238000,5545
South Carolina,2013-10-01,185700,2267
Massachusetts,2021-11-01,476300,1348
Louisiana,2020-01-01,211700,2243
Illinois,2014-07-01,208900,2912
Arkansas,2012-02-01,107200,114
Texas,2017-05-01,193800,1150
Iowa,2020-02-01,182000,6
Massachusetts,2018-02-01,397800,621
Oklahoma,2018-04-01,141200,42
Illinois,2021-01-01,225800,901
Delaware,2018-08-01,262100,736
Florida,2020-01-01,230000,2063
Columbia,2015-12-01,620000,293
Pennsylvania,2016-06-01,171700,3379
Columbia,2013-12-01,550000,312
Rhode Island,2021-05-01,389500,886
Kentucky,2019-11-01,164900,32
Ohio,2018-03-01,137900,1105
Arizona,2020-06-01,196300,764
Indiana,2012-11-01,124400,3265
Maryland,2012-11-01,244100,4896
New Jersey,2014-05-01,215100,95
Michigan,2014-09-01,118900,1579
Columbia,2014-05-01,525000,837
Rhode Island,2012-05-01,117900,123
Colorado,2017-02-01,381600,3492
Connecticut,2020-05-01,289800,3652
Louisiana,2020-09-01,235400,3201
Michigan,2014-08-01,136700,9931
Alaska,2018-05-01,188800,106
Rhode Island,2016-03-01,225100,997
Wisconsin,2020-05-01,230000,71
Nevada,2019-10-01,325100,3820
Utah,2018-01-01,313200,2118
California,2018-09-01,776600,873
Missouri,2019-03-01,139100,74
Columbia,2016-05-01,760000,13
Columbia,2015-07-01,525000,17
Missouri,2016-02-01,129400,233
Illinois,2019-06-01,271400,481
Colorado,2018-07-01,412200,7727
Delaware,2017-04-01,235700,563
Alaska,2014-04-01,190000,102
Hawaii,2019-04-01,626100,654
Nevada,2019-10-01,319600,49
New York,2021-06-01,766600,3427
Louisiana,2020-12-01,187400,183
Delaware,2013-10-01,197700,647
Tennessee,2019-09-01,227800,288
Arizona,2018-07-01,263800,10629
Idaho,2013-01-01,162200,10
Oklahoma,2017-05-01,163200,4113
Arkansas,2017-01-01,148700,1510
New Jersey,2019-07-01,337200,12283
Arkansas,2020-02-01,156400,43
Minnesota,2016-12-01,183400,743
Arkansas,2018-09-01,107900,29
Hawaii,2021-07-01,519000,5
Virginia,2015-03-01,286100,8097
Connecticut,2012-06-01,212100,1816
California,2017-07-01,560700,25891
North Carolina,2021-11-01,243200,618
Illinois,2015-01-01,155100,330
Arizona,2019-01-01,168000,500
Florida,2013-06-01,166500,26584
New Mexico,2017-05-01,402300,189
Ohio,2020-08-01,170500,1432
West Virginia,2013-06-01,134300,44
Nevada,2021-11-01,436700,4225
Nebraska,2022-04-01,278900,1623
Missouri,2012-01-01,78700,15
New York,2013-03-01,173400,107
Hawaii,2017-05-01,405200,741
South Carolina,2013-10-01,142000,8
West Virginia,2019-03-01,170400,46
Mississippi,2012-01-01,75000,11
Louisiana,2012-10-01,139800,142
South Carolina,2015-01-01,230600,11
Vermont,2012-04-01,191100,44
Iowa,2012-09-01,123400,97
Columbia,2020-05-01,479900,231
Illinois,2019-06-01,243000,10958
Virginia,2013-10-01,140200,21
California,2015-11-01,475700,24743
Minnesota,2021-02-01,254900,561
Vermont,2022-02-01,369700,32
Mississippi,2013-12-01,57800,3
Delaware,2020-05-01,248700,727
Louisiana,2013-06-01,137000,112
Wisconsin,2018-04-01,135400,320
Wisconsin,2013-11-01,126100,1526
South Carolina,2018-07-01,229100,5617
Arizona,2012-12-01,115600,614
Kansas,2018-06-01,225100,2759
New Mexico,2019-09-01,326000,12
Illinois,2012-05-01,130400,355
Colorado,2019-03-01,279800,937
New York,2014-02-01,212200,3880
Delaware,2021-09-01,164900,49
Massachusetts,2022-01-01,478900,453
Florida,2015-03-01,189300,31463
Louisiana,2021-07-01,248300,4075
Alaska,2015-08-01,274300,747
Columbia,2017-08-01,640000,374
Pennsylvania,2019-11-01,217300,9750
Columbia,2016-12-01,437500,252
Rhode Island,2012-12-01,223300,122
Virginia,2014-02-01,326300,895
Oregon,2020-10-01,339700,324
Nevada,2015-09-01,144500,218
Washington,2013-03-01,267000,329
Minnesota,2014-02-01,178400,2726
Minnesota,2012-08-01,180000,5671
Mississippi,2013-11-01,134500,814
Pennsylvania,2013-01-01,177200,3788
Minnesota,2017-11-01,224800,6379
North Carolina,2021-06-01,288200,1457
Alaska,2019-09-01,290600,686
Wisconsin,2012-06-01,53600,37
Tennessee,2021-08-01,335200,9463
Ohio,2017-09-01,135900,84
Nebraska,2013-10-01,150400,1250
Colorado,2018-09-01,293600,910
Florida,2019-01-01,217000,1703
Vermont,2020-12-01,243800,106
South Dakota,2020-11-01,250000,5
Vermont,2019-12-01,252400,611
Idaho,2014-12-01,179300,1382
Oregon,2019-04-01,437800,85
New Mexico,2014-01-01,319500,4
Oregon,2017-07-01,263600,347
Alabama,2018-01-01,180000,2226
South Carolina,2015-01-01,113900,325
Colorado,2021-12-01,631700,5102
Idaho,2019-08-01,301600,2769
South Carolina,2013-10-01,140300,158
Missouri,2012-04-01,73500,50
Tennessee,2012-03-01,119800,1803
Idaho,2015-06-01,196600,2399
Tennessee,2020-02-01,256000,5760
Indiana,2020-04-01,110000,41
New Mexico,2012-01-01,313600,108
South Carolina,2013-09-01,124800,443
Louisiana,2012-11-01,113900,85
Indiana,2013-02-01,115100,2609
Utah,2019-07-01,277900,629
Alaska,2017-03-01,206800,76
Alaska,2016-07-01,281500,739
Minnesota,2018-02-01,243300,2745
Oklahoma,2019-05-01,174400,4518
South Dakota,2021-12-01,176100,17
Oregon,2013-11-01,204000,221
Colorado,2014-05-01,248700,388
Illinois,2012-12-01,152800,6173
Mississippi,2016-03-01,145900,1167
Iowa,2020-05-01,224600,1167
New Mexico,2014-08-01,318800,28
Idaho,2013-06-01,201800,36
Idaho,2014-04-01,139700,37
Florida,2016-08-01,217100,34520
Mississippi,2014-09-01,154300,12
Virginia,2020-10-01,367600,13365
Wisconsin,2014-05-01,140000,158
Kentucky,2014-11-01,101300,29
Virginia,2013-08-01,332900,1601
Colorado,2014-11-01,186100,750
New Jersey,2012-06-01,260300,75
Texas,2012-08-01,128400,793
Wisconsin,2013-08-01,227500,2
Nebraska,2019-07-01,213900,113
Maryland,2015-08-01,197100,6
Arkansas,2018-12-01,188600,24
New Jersey,2019-05-01,249600,779
Washington,2022-02-01,646000,494
Nebraska,2021-03-01,243600,1316
Nevada,2020-07-01,251400,404
Colorado,2018-03-01,406800,6501
Utah,2014-08-01,172200,339
Delaware,2021-12-01,240000,5
Indiana,2017-11-01,164100,84
Utah,2013-07-01,179000,353
Idaho,2019-03-01,280100,2099
Washington,2013-06-01,200800,780
Arizona,2020-06-01,229000,919
Vermont,2014-02-01,201100,265
Colorado,2013-06-01,290100,6416
Alabama,2021-04-01,255500,3843
Pennsylvania,2012-03-01,177600,4645
Massachusetts,2013-08-01,341800,8392
Colorado,2014-12-01,277300,328
Pennsylvania,2014-01-01,97600,142
Missouri,2020-05-01,200300,5451
Columbia,2016-07-01,845000,121
Maine,2020-03-01,236600,1070
Pennsylvania,2013-12-01,104900,227
Nevada,2017-02-01,112400,435
California,2013-12-01,423100,21268
Maryland,2013-09-01,107900,15
Oregon,2012-11-01,186300,134
Nebraska,2016-04-01,164200,116
Georgia,2015-12-01,92900,53
Maine,2019-08-01,231900,2365
New Hampshire,2021-05-01,336700,90
Oklahoma,2014-04-01,141100,3175
Alaska,2017-02-01,283400,293
New Jersey,2018-03-01,285000,8839
Utah,2016-09-01,222300,510
Arizona,2013-02-01,125600,641
Maryland,2018-06-01,384000,5486
Idaho,2016-12-01,216100,1949
Georgia,2017-09-01,181000,37
Illinois,2019-09-01,247700,442
Illinois,2015-07-01,207700,16390
New Mexico,2020-02-01,401000,126
Vermont,2021-09-01,334300,787
Kansas,2013-06-01,175000,2241
Maine,2022-01-01,344200,81
New Mexico,2020-05-01,225000,23
Pennsylvania,2016-04-01,181500,9874
New Jersey,2012-11-01,215600,416
Utah,2015-10-01,239200,45
Minnesota,2014-02-01,149000,147
Connecticut,2017-03-01,222900,3486
Alabama,2014-05-01,205900,217
Wisconsin,2019-09-01,205400,5845
Arkansas,2013-09-01,88500,14
Pennsylvania,2012-01-01,73700,134
Minnesota,2017-05-01,222100,175
Idaho,2021-10-01,534600,45
Florida,2020-09-01,318000,378
Alaska,2022-02-01,207500,85
Virginia,2019-01-01,215000,30
Tennessee,2017-10-01,143700,45
Kansas,2019-02-01,198400,1359
Alabama,2012-07-01,162700,270
Maine,2013-06-01,153700,19
Alabama,2015-05-01,58300,2
Minnesota,2022-05-01,373200,5657
South Dakota,2012-05-01,149700,357
Minnesota,2013-02-01,130200,96
Florida,2012-06-01,110000,6183
North Carolina,2015-03-01,198100,7437
Massachusetts,2015-12-01,348400,4771
Mississippi,2012-07-01,46500,3
Rhode Island,2018-03-01,219800,165
Maine,2016-07-01,201100,1865
Iowa,2018-08-01,168200,215
Mississippi,2012-05-01,130900,968
South Dakota,2018-03-01,203700,35
Maine,2016-01-01,141700,297
Florida,2012-11-01,110000,265
New Jersey,2013-01-01,193900,249
Utah,2021-06-01,534200,3592
New Jersey,2021-06-01,472900,736
Arizona,2020-10-01,215800,830
Nevada,2012-07-01,80000,245
Oklahoma,2014-03-01,139700,3072
Arizona,2022-03-01,545000,94
Maryland,2017-11-01,217800,2178
Nevada,2014-09-01,194800,3890
New Hampshire,2014-01-01,219900,684
Massachusetts,2014-12-01,377000,465
Nevada,2016-07-01,105500,441
Rhode Island,2016-06-01,244400,1530
Georgia,2022-05-01,355400,1019
Nebraska,2012-01-01,141400,37
Kansas,2021-12-01,273900,2221
Vermont,2012-12-01,196100,27
Rhode Island,2020-02-01,284800,119
New Jersey,2021-12-01,303700,690
Idaho,2021-01-01,382100,1686
Kansas,2018-02-01,191100,1368
Iowa,2018-06-01,152500,20
Hawaii,2012-04-01,376400,923
Washington,2019-04-01,495400,619
New York,2012-05-01,217900,282
Hawaii,2013-12-01,1190000,8
Texas,2014-01-01,171100,13092
Illinois,2022-01-01,330600,499
Vermont,2013-11-01,220700,49
Illinois,2013-09-01,159000,1102
California,2021-09-01,757900,1860
Virginia,2012-10-01,278300,5394
Indiana,2022-03-01,170300,82
North Carolina,2020-02-01,237900,844
Hawaii,2018-07-01,439500,675
Idaho,2019-10-01,299200,2688
Vermont,2019-09-01,240500,850
Michigan,2013-01-01,97200,667
Louisiana,2020-04-01,243100,60
Florida,2021-05-01,364400,30618
Mississippi,2018-01-01,125300,11
Oregon,2016-11-01,283200,229
Nebraska,2020-12-01,223500,1658
New Jersey,2012-12-01,263000,57
Ohio,2017-08-01,152200,14578
New Hampshire,2020-03-01,312100,1083
Pennsylvania,2016-08-01,220300,8246
Connecticut,2016-02-01,218000,2589
Indiana,2016-04-01,159300,78
Missouri,2021-01-01,187600,101
Columbia,2013-06-01,315000,21
Pennsylvania,2014-11-01,177600,7358
Kentucky,2013-09-01,68600,12
Columbia,2018-09-01,660000,21
Nebraska,2016-04-01,103600,15
Georgia,2013-02-01,127600,522
Indiana,2017-08-01,170700,4800
Missouri,2012-04-01,90200,22
Utah,2016-02-01,261600,2033
Michigan,2021-12-01,219100,11385
Louisiana,2021-11-01,180200,47
New Mexico,2020-07-01,348700,14
Idaho,2020-12-01,320600,81
Connecticut,2016-03-01,247500,2368
Texas,2019-10-01,255500,23133
New Mexico,2016-06-01,187200,27
Pennsylvania,2019-04-01,223400,452
Illinois,2017-11-01,196700,1970
Tennessee,2017-01-01,152200,31
Missouri,2014-02-01,50000,64
New Mexico,2015-03-01,326500,157
Ohio,2013-07-01,132400,12547
Texas,2013-04-01,160000,197
Tennessee,2016-10-01,156800,20
Michigan,2020-05-01,104900,63
Columbia,2018-09-01,512900,646
Virginia,2022-05-01,308500,1337
Washington,2019-10-01,515300,533
Missouri,2014-10-01,101500,59
New Hampshire,2013-11-01,165400,146
South Dakota,2017-08-01,184600,51
Pennsylvania,2017-11-01,104400,242
Nevada,2022-05-01,594600,43
Oregon,2016-01-01,236700,174
Virginia,2017-10-01,327400,1726
Pennsylvania,2022-03-01,267900,10122
South Carolina,2018-01-01,219400,3614
Washington,2017-09-01,477100,616
Maryland,2017-05-01,356900,5155
Arizona,2017-02-01,170600,674
Oregon,2012-09-01,216400,3306
Illinois,2017-01-01,202900,1500
Arizona,2018-11-01,204800,750
Columbia,2019-10-01,858000,106
Vermont,2012-06-01,253400,11
Pennsylvania,2012-05-01,187500,513
Virginia,2017-04-01,339800,1970
California,2021-02-01,531600,4364
Georgia,2012-02-01,103300,5529
Arizona,2016-08-01,200400,66
South Dakota,2013-08-01,119500,9
Rhode Island,2018-09-01,280400,1245
Idaho,2021-06-01,526900,44
North Carolina,2012-10-01,175700,2985
Alabama,2015-07-01,176000,3094
Mississippi,2021-08-01,162000,5
Maine,2021-09-01,347000,192
Illinois,2014-08-01,206400,2522
New Jersey,2012-07-01,259300,212
Colorado,2018-07-01,687400,40
Maryland,2014-12-01,308900,3703
Nevada,2013-01-01,67000,363
Missouri,2019-01-01,126200,48
Rhode Island,2013-05-01,205000,1147
Rhode Island,2016-09-01,245500,1039
Massachusetts,2014-01-01,321800,2759
Iowa,2019-04-01,168600,180
Minnesota,2014-10-01,167800,291
Virginia,2018-02-01,254400,33
Oklahoma,2019-11-01,174700,3054
New Hampshire,2014-02-01,160300,56
Utah,2016-04-01,284300,2990
Wisconsin,2019-08-01,186800,754
Texas,2015-11-01,175800,457
Michigan,2019-06-01,196600,10411
Arizona,2022-05-01,493900,9098
Oklahoma,2015-10-01,181500,20
Columbia,2016-04-01,750000,107
Georgia,2016-12-01,214200,9130
Idaho,2021-02-01,397100,1534
Kentucky,2020-01-01,148700,153
Nevada,2019-04-01,291700,4707
Oregon,2021-03-01,513900,125
Utah,2014-08-01,246000,3003
North Carolina,2014-08-01,167500,494
South Dakota,2021-12-01,264100,418
Minnesota,2019-07-01,264200,8981
Nevada,2015-07-01,100500,405
Ohio,2019-05-01,148800,1374
Columbia,2019-03-01,676000,25
Oregon,2018-06-01,364800,5584
Vermont,2019-10-01,247100,29
Mississippi,2019-07-01,147900,16
Virginia,2017-04-01,318500,10217
Nebraska,2021-02-01,268700,30
Michigan,2013-08-01,133100,9769
Delaware,2012-07-01,218500,471
North Carolina,2015-09-01,199100,8263
West Virginia,2012-05-01,124400,307
Delaware,2013-02-01,78500,16
Kansas,2018-10-01,114300,26
Mississippi,2017-06-01,167200,1424
South Dakota,2012-12-01,87500,6
California,2018-04-01,723200,1050
Washington,2019-09-01,327300,824
Missouri,2018-01-01,119100,79
Columbia,2017-03-01,545800,837
Alaska,2022-01-01,333000,510
Tennessee,2021-06-01,284300,405
Arizona,2020-05-01,224200,703
Mississippi,2018-06-01,149800,22
Oregon,2014-08-01,237300,228
California,2015-08-01,486200,26125
Indiana,2015-03-01,140900,3675
Arizona,2014-05-01,139100,737
Rhode Island,2019-07-01,304600,1171
South Dakota,2017-05-01,189200,62
Minnesota,2015-12-01,161900,220
Illinois,2015-08-01,201700,10022
Maine,2020-05-01,248700,116
Arizona,2013-08-01,130000,725
Maryland,2018-04-01,364800,4355
Virginia,2013-08-01,334700,5245
South Carolina,2013-01-01,160000,1921
Indiana,2015-03-01,115700,216
Oregon,2014-02-01,221800,56
Colorado,2022-04-01,996700,53
Minnesota,2012-02-01,99000,90
Nebraska,2021-10-01,195300,40
Minnesota,2017-08-01,248800,6901
Arizona,2014-05-01,193500,9185
West Virginia,2022-02-01,212300,53
Tennessee,2012-12-01,98000,72
Illinois,2019-08-01,220000,2658
Idaho,2016-11-01,255400,19
Indiana,2012-11-01,57300,28
Alabama,2013-06-01,170100,2446
Vermont,2014-07-01,201800,81
Iowa,2021-04-01,202600,225
Washington,2018-01-01,486500,373
Arkansas,2013-05-01,92400,23
Ohio,2021-09-01,185000,1297
Columbia,2017-07-01,660000,331
Arizona,2014-08-01,116800,514
West Virginia,2018-04-01,159800,42
Michigan,2021-03-01,216600,8094
Maine,2021-01-01,270200,80
Maine,2018-06-01,227600,1805
California,2020-06-01,483800,3668
Nevada,2019-04-01,311300,3736
West Virginia,2013-04-01,137500,30
Connecticut,2017-11-01,173900,708
South Carolina,2013-11-01,173800,2627
Delaware,2018-02-01,123000,3
Georgia,2012-03-01,108600,8454
Georgia,2019-05-01,256200,12814
North Carolina,2014-09-01,168000,390
Colorado,2016-12-01,379000,5001
Illinois,2018-02-01,203100,7954
Alabama,2012-02-01,168900,289
Illinois,2017-02-01,192000,711
South Carolina,2019-06-01,194900,336
Alabama,2012-04-01,176900,391
Maryland,2013-02-01,273200,2074
Hawaii,2012-05-01,357900,82
North Carolina,2013-06-01,137200,177
Kansas,2020-08-01,206800,82
Arkansas,2017-05-01,106500,24
Vermont,2012-07-01,188800,44
Mississippi,2012-12-01,128800,18
Oregon,2016-06-01,305700,6601
Washington,2019-01-01,498500,102
South Dakota,2021-10-01,273800,400
Georgia,2015-07-01,217000,10517
West Virginia,2016-04-01,145600,33
Mississippi,2019-01-01,171700,780
Iowa,2014-12-01,149800,956
Columbia,2014-02-01,542600,210
South Dakota,2015-11-01,115500,6
Colorado,2017-07-01,630000,41
South Carolina,2014-03-01,207200,9
Tennessee,2016-08-01,141900,38
Kansas,2016-04-01,94000,14
Louisiana,2013-01-01,96800,82
Illinois,2013-05-01,171900,13738
Oklahoma,2016-08-01,154400,3834
Nevada,2013-05-01,163000,4874
Maryland,2013-03-01,178600,1457
Utah,2018-09-01,317100,3767
South Dakota,2019-09-01,218300,315
Massachusetts,2012-06-01,295300,421
New Jersey,2016-08-01,273900,664
Maryland,2018-11-01,296900,6413
Georgia,2021-06-01,326800,16295
Arizona,2019-08-01,180100,688
