year,state,median_sale_price,homes_sold
2020-04-01,Florida,301900,209
2015-05-01,Tennessee,197200,6869
2016-04-01,Colorado,337800,420
2017-09-01,North Carolina,228200,9349
2013-06-01,Arizona,140400,752
2014-01-01,South Dakota,157600,166
2020-02-01,Nebraska,125400,28
2018-06-01,Utah,262700,563
2012-12-01,Delaware,132500,104
2018-03-01,Massachusetts,404800,4943
2015-04-01,Texas,156900,1010
2014-06-01,Georgia,162200,885
2018-07-01,Illinois,230500,10584
2021-10-01,Oregon,476000,6385
2020-01-01,Arizona,302200,6626
2017-10-01,Kansas,150600,85
2020-04-01,Nevada,164200,271
2020-05-01,Connecticut,242800,170
2016-03-01,Indiana,125300,224
2015-09-01,Arkansas,140500,13
2020-10-01,Alabama,231900,4379
2020-12-01,Ohio,187900,13180
2017-04-01,Wisconsin,168500,74
2012-05-01,Oregon,178500,255
2013-08-01,Columbia,455000,810
2019-03-01,Oregon,349900,4316
2020-07-01,Oklahoma,144300,38
2016-11-01,Massachusetts,378900,6834
2012-02-01,Kansas,126900,1101
2016-05-01,Washington,348500,10913
2015-02-01,Maine,300100,8
2020-03-01,South Dakota,197100,4
2018-01-01,Arizona,204800,55
2021-05-01,Louisiana,243300,4337
2019-07-01,Nevada,232100,388
2019-03-01,Utah,286300,332
2013-05-01,New York,214600,331
2021-03-01,New Jersey,348600,1524
2017-08-01,Nevada,245500,42
2019-06-01,Virginia,359400,9623
2022-01-01,North Carolina,325000,9931
2015-08-01,Utah,200800,422
2015-08-01,Missouri,105400,74
2016-03-01,Illinois,183200,1065
2016-01-01,Maryland,162500,405
2015-10-01,Texas,161300,849
2020-08-01,Alaska,192700,136
2015-04-01,South Dakota,148000,5
2020-01-01,Minnesota,223100,553
2016-06-01,Illinois,213800,506
2012-06-01,Vermont,213800,606
2015-11-01,Pennsylvania,176800,7815
2015-09-01,Arizona,170000,55
2017-10-01,West Virginia,179600,347
2015-08-01,Wisconsin,105700,50
2020-08-01,Louisiana,176500,196
2017-03-01,South Dakota,192900,311
2017-05-01,New Mexico,348200,248
2020-03-01,Virginia,343500,10653
2017-02-01,Texas,231200,530
2019-12-01,Alaska,286500,576
2022-03-01,Iowa,256600,1369
2018-07-01,Connecticut,278300,5041
2012-06-01,New Jersey,221800,488
2015-09-01,Louisiana,187800,2695
2014-06-01,New York,220800,7092
2015-03-01,Ohio,106300,59
2016-11-01,Kentucky,130000,266
2018-07-01,Columbia,572500,902
2015-11-01,New Hampshire,190100,52
2019-07-01,Kansas,168100,21
2021-06-01,New Mexico,540400,230
2021-02-01,Louisiana,189700,53
2016-12-01,Alabama,177900,2445
2018-05-01,Illinois,232900,11063
2021-11-01,Louisiana,244200,3741
2013-08-01,Kansas,87800,44
2018-12-01,Florida,247200,326
2021-11-01,California,769300,1715
2018-05-01,Oklahoma,78200,76
2014-08-01,Iowa,157100,1243
2013-04-01,Massachusetts,300400,367
2018-11-01,Arkansas,164600,2144
2015-08-01,Washington,364700,523
2018-07-01,Ohio,146900,1373
2016-08-01,Arkansas,141000,53
2014-12-01,Georgia,159000,822
2021-06-01,West Virginia,206600,77
2015-06-01,Mississippi,99500,3
2015-06-01,Missouri,164100,6305
2020-08-01,Minnesota,291200,9314
2016-09-01,Missouri,112000,76
2015-02-01,Maryland,172700,1320
2017-10-01,Louisiana,198300,2170
2016-08-01,New Hampshire,246100,61
2020-10-01,Maryland,351500,9299
2021-05-01,Idaho,506900,34
2020-01-01,Nebraska,140700,13
2015-07-01,Georgia,163200,769
2021-01-01,Kentucky,142300,192
2015-11-01,Alabama,89000,1
2013-06-01,South Carolina,191600,2806
2013-12-01,New Mexico,221200,9
2015-09-01,Connecticut,214400,1708
2019-06-01,Vermont,239600,79
2015-03-01,Missouri,129400,319
2019-09-01,Vermont,247200,677
2013-03-01,New Jersey,227300,3518
2021-02-01,Nevada,265100,392
2018-07-01,New Mexico,352000,15
2021-11-01,West Virginia,285800,419
2019-08-01,Texas,196700,1001
2014-10-01,Connecticut,149200,98
2018-12-01,Colorado,676200,51
2019-03-01,Alaska,384500,25
2018-11-01,South Dakota,198700,364
2016-04-01,Pennsylvania,94800,208
2019-09-01,Washington,422900,10074
2016-12-01,Arizona,168300,716
2021-06-01,Colorado,597300,7022
2019-06-01,Vermont,220100,78
2017-04-01,Indiana,83600,40
2017-12-01,New Mexico,343200,170
2014-05-01,Rhode Island,203500,1053
2013-12-01,Georgia,136500,693
2014-02-01,Arkansas,148300,14
2017-07-01,Wisconsin,167700,756
2013-02-01,Washington,188800,490
2013-07-01,Utah,234900,49
2017-05-01,South Carolina,186100,313
2014-03-01,Columbia,623800,96
2013-10-01,California,410500,31325
2020-07-01,Pennsylvania,216900,505
2015-12-01,Alabama,164700,2256
2014-07-01,Washington,214100,871
2014-06-01,Oklahoma,83100,83
2021-06-01,Alabama,266300,5100
2012-11-01,Arizona,89800,502
2013-05-01,Maryland,175400,556
2016-03-01,New York,213900,330
2019-03-01,Massachusetts,420600,965
2020-03-01,Pennsylvania,222400,9277
2021-02-01,Pennsylvania,236900,7637
2012-06-01,Kentucky,151200,2338
2017-06-01,Nebraska,190900,149
2020-07-01,Nevada,174200,484
2021-11-01,Kansas,224100,58
2015-05-01,Michigan,138100,11469
2014-10-01,Virginia,253900,619
2018-03-01,New York,413200,237
2019-08-01,Arkansas,181600,2844
2015-03-01,California,465700,23280
2020-02-01,Delaware,235900,564
2013-01-01,New Mexico,195500,8
2015-11-01,Alaska,214100,72
2012-06-01,Wisconsin,116500,2135
2013-11-01,New York,219200,5016
2013-05-01,Massachusetts,319500,1323
2013-03-01,Vermont,219500,10
2012-05-01,Virginia,316500,4847
2016-05-01,Arizona,226400,10850
2022-01-01,South Carolina,333000,39
2014-04-01,Georgia,174300,9036
2020-06-01,New Hampshire,271400,75
2013-05-01,Delaware,218900,473
2014-09-01,Delaware,147400,128
2016-01-01,Georgia,192700,5734
2016-02-01,Missouri,62700,73
2021-02-01,Connecticut,365200,2341
2012-04-01,Arizona,80200,673
2012-11-01,Ohio,36800,205
2019-06-01,New Mexico,296500,13
2020-09-01,Texas,246700,850
2014-04-01,California,432300,31570
2015-09-01,New York,218200,446
2013-12-01,Idaho,139900,36
2017-03-01,Alabama,171400,3073
2018-01-01,Nebraska,136900,34
2015-12-01,Florida,200000,30070
2013-08-01,New York,119300,406
2013-12-01,Iowa,149900,917
2015-11-01,Michigan,130800,7450
2015-08-01,Iowa,136100,146
2012-11-01,Louisiana,162300,1600
2012-10-01,Nebraska,140800,1145
2020-08-01,Louisiana,294900,106
2012-11-01,Vermont,157900,40
2018-01-01,Columbia,435000,255
2019-11-01,Minnesota,294200,110
2022-01-01,Hawaii,715000,1409
2022-03-01,Nevada,257000,717
2019-05-01,Hawaii,781500,16
2022-01-01,South Carolina,313600,4855
2020-08-01,Alabama,169400,130
2016-04-01,Nevada,236700,3723
2015-01-01,Oklahoma,140800,2089
2012-01-01,Minnesota,96300,132
2020-07-01,Georgia,236000,58
2012-08-01,Alabama,164400,501
2019-05-01,Mississippi,88700,2
2014-11-01,Oklahoma,146900,2584
2020-10-01,Nebraska,233000,1794
2018-11-01,Arizona,277700,6955
2017-01-01,Kansas,107000,24
2020-12-01,Washington,338400,948
2016-05-01,Colorado,342300,432
2014-10-01,Oregon,281300,94
2015-08-01,New Hampshire,230800,2238
2016-01-01,Nevada,228200,2543
2020-12-01,Kentucky,209000,3449
2015-02-01,Rhode Island,171900,64
2016-08-01,Connecticut,256700,4915
2018-12-01,Arizona,262600,8083
2019-11-01,Vermont,253600,69
2017-06-01,North Carolina,242500,11937
2016-08-01,Florida,237900,24526
2017-12-01,Oklahoma,161600,3029
2012-07-01,Alabama,210000,119
2020-09-01,Utah,329000,721
2012-12-01,New Jersey,224100,150
2022-02-01,Arkansas,162400,54
2015-06-01,Pennsylvania,222800,8614
2019-10-01,Kentucky,147000,241
2012-11-01,Oklahoma,124700,12
2013-12-01,South Dakota,105800,8
2019-01-01,Iowa,191700,704
2013-03-01,New Mexico,292200,156
2017-01-01,Idaho,243400,28
2019-12-01,Louisiana,216000,2402
2016-01-01,Nevada,211300,3072
2020-05-01,Rhode Island,305300,741
2012-08-01,Texas,170200,19706
2015-12-01,Hawaii,550500,610
2012-03-01,Indiana,132900,41
2021-05-01,Connecticut,220300,927
2014-03-01,New York,102300,267
2020-06-01,South Dakota,230600,534
2022-05-01,Rhode Island,430600,1188
2013-05-01,California,414000,27920
2013-09-01,Arizona,159000,73
2016-12-01,Indiana,164900,64
2013-11-01,Massachusetts,319000,3799
2015-07-01,West Virginia,190900,298
2017-02-01,Rhode Island,185300,113
2014-05-01,Louisiana,162800,149
2017-05-01,Nebraska,201700,128
2012-03-01,Rhode Island,167700,806
2022-04-01,Colorado,428700,1116
2018-11-01,Wisconsin,192600,5132
2021-12-01,Vermont,325900,64
2013-05-01,Oregon,244000,80
2015-08-01,West Virginia,300000,2
2012-07-01,Columbia,385500,273
2016-01-01,Colorado,295200,192
2022-04-01,Louisiana,215900,246
2016-05-01,Pennsylvania,207600,7684
2018-02-01,Arkansas,111000,14
2017-02-01,Kansas,185100,1182
2014-01-01,Massachusetts,330000,722
2017-08-01,Vermont,172500,61
2013-10-01,Alabama,279400,170
2016-04-01,Vermont,175000,43
2022-05-01,Alabama,375300,271
2015-12-01,Tennessee,197700,6062
2019-07-01,Arizona,282200,11561
2020-11-01,Vermont,289800,27
2016-06-01,Rhode Island,193700,166
2021-12-01,Indiana,201100,282
2016-06-01,Idaho,209600,2663
2012-05-01,New Mexico,271900,156
2021-04-01,Tennessee,312900,8250
2012-07-01,Arizona,161600,7507
2017-02-01,New York,640100,1772
2019-05-01,Washington,351400,1102
2014-01-01,Delaware,187400,430
2019-10-01,Florida,255300,32412
2017-04-01,Arizona,156200,777
2021-02-01,Columbia,799000,15
2019-11-01,Louisiana,250400,82
2015-09-01,Delaware,161200,166
2014-10-01,New Jersey,260200,3805
2017-12-01,Minnesota,225900,5497
2021-05-01,Delaware,276300,938
2021-07-01,Mississippi,188000,41
2015-04-01,Maine,39900,5
2017-04-01,New Hampshire,207500,180
2018-08-01,Hawaii,497900,7
2015-03-01,Hawaii,415000,6
2019-01-01,Connecticut,178500,529
2012-09-01,Kentucky,109000,196
2015-07-01,Kentucky,100100,25
2016-02-01,Florida,217000,16809
2017-08-01,Colorado,393300,8073
2019-04-01,Louisiana,254900,133
2014-07-01,Tennessee,151700,49
2015-02-01,Arkansas,121300,24
2017-08-01,Iowa,155700,218
2020-09-01,Oregon,412100,6638
2020-12-01,Michigan,352900,6
2012-02-01,Minnesota,102100,209
2016-03-01,Kentucky,151300,2867
2013-03-01,North Carolina,187200,3370
2022-05-01,Arkansas,201500,74
2016-08-01,Alaska,270700,784
2014-09-01,California,543500,996
2014-06-01,New Hampshire,242300,1584
2021-09-01,Nebraska,209000,8
2022-04-01,Missouri,193900,411
2012-06-01,New Jersey,280600,3650
2018-05-01,Nevada,151000,518
2020-07-01,Columbia,785000,388
2013-03-01,Ohio,125200,44
2019-09-01,Arkansas,175700,2327
2017-09-01,Delaware,125300,44
2015-01-01,Georgia,169000,6222
2012-07-01,Rhode Island,168900,95
2018-07-01,Washington,427500,11803
2013-05-01,Maine,156600,343
2018-06-01,North Carolina,142900,300
2014-04-01,Arkansas,125100,10
2012-06-01,New Jersey,297000,2904
2015-05-01,Maine,142300,456
2020-02-01,Indiana,167400,203
2022-04-01,Idaho,519000,1943
2020-10-01,West Virginia,181100,86
2018-10-01,West Virginia,162000,36
2022-05-01,Georgia,391300,11804
2015-04-01,Ohio,124700,10904
2017-01-01,Colorado,237400,695
2017-05-01,Mississippi,108100,17
2018-06-01,Nebraska,206300,1937
2020-09-01,Texas,214800,1021
2018-05-01,Massachusetts,423300,1346
2020-04-01,Washington,529800,385
2019-06-01,Texas,265700,28713
2014-06-01,Delaware,210000,746
2013-10-01,Oklahoma,136800,2901
2020-12-01,Oregon,421000,5064
2017-02-01,Ohio,65800,226
2016-04-01,Arizona,157300,879
2021-06-01,Ohio,182200,1399
2022-02-01,Columbia,1250000,24
2019-01-01,South Dakota,176000,6
2022-02-01,Virginia,387400,8165
2019-02-01,Columbia,660000,89
2016-09-01,Kentucky,129500,27
2016-10-01,Oregon,300500,104
2021-02-01,Connecticut,266300,285
2017-07-01,Oregon,342200,5199
2020-10-01,Nevada,175200,554
2020-12-01,Minnesota,282900,7025
2020-02-01,Arkansas,175400,2042
2015-10-01,Arkansas,130500,19
2014-12-01,Tennessee,160000,47
2013-12-01,New Jersey,247900,272
2020-03-01,West Virginia,165000,1
2012-05-01,Kansas,73100,13
2019-03-01,West Virginia,139500,2
2020-09-01,Mississippi,159300,14
2015-05-01,California,509900,1479
2021-12-01,Idaho,386200,94
2015-09-01,Washington,296300,98
2017-01-01,Illinois,180700,799
2019-01-01,Virginia,320500,4515
2021-04-01,Virginia,415400,2566
2020-02-01,Hawaii,465100,499
2014-08-01,New Hampshire,181000,157
2019-09-01,Oregon,366500,4590
2020-07-01,Ohio,165000,1434
2020-07-01,Pennsylvania,244100,14526
2018-10-01,Arkansas,137000,24
2021-10-01,Arizona,275400,758
2012-11-01,Massachusetts,289000,441
2018-01-01,Vermont,215200,30
2014-04-01,Missouri,59200,71
2017-11-01,Kansas,96700,37
2018-04-01,Wisconsin,186300,6577
2015-06-01,Columbia,423400,402
2020-05-01,Alaska,299800,427
2017-04-01,Vermont,213200,44
2021-09-01,Texas,296600,964
2019-12-01,Washington,463300,120
2013-08-01,California,425700,26966
2019-02-01,Indiana,92900,56
2017-09-01,Indiana,73300,70
2013-01-01,Tennessee,116000,1736
2016-12-01,Missouri,156900,4802
2013-08-01,Mississippi,86600,16
2014-12-01,Georgia,190700,7454
2019-05-01,Texas,202600,1067
2016-02-01,Alabama,134200,74
2012-05-01,Maine,122600,38
2015-08-01,West Virginia,133000,41
2019-05-01,Nebraska,178500,51
2015-04-01,Arizona,204300,10195
2019-01-01,Oregon,336100,3241
2020-11-01,Virginia,379800,2130
2015-01-01,Colorado,260400,221
2020-06-01,Minnesota,290500,7043
2015-06-01,New Mexico,322500,206
2012-04-01,Michigan,97400,6189
2015-01-01,Minnesota,155400,405
2014-03-01,Arkansas,101100,10
2022-03-01,South Carolina,230100,1020
2020-04-01,Rhode Island,288800,123
2013-02-01,Arizona,94300,541
2021-11-01,Wisconsin,239000,58
2016-03-01,Hawaii,560200,642
2014-07-01,Mississippi,80600,7
2019-02-01,Arkansas,159400,36
2014-09-01,Arizona,143500,623
2014-06-01,Hawaii,365900,538
2016-04-01,Nevada,217800,49
2019-12-01,Nebraska,205600,1320
2013-02-01,Colorado,246100,4317
2016-12-01,Arizona,207400,66
2018-05-01,Maryland,191300,682
2014-11-01,Texas,165300,143
2014-06-01,Columbia,395000,373
2013-12-01,Georgia,164200,8086
2014-02-01,New York,216400,246
2019-10-01,Nevada,305400,4737
2021-11-01,Kansas,270700,2060
2017-10-01,South Carolina,215300,4489
2019-01-01,California,528600,19635
2021-12-01,Idaho,368600,37
2018-09-01,New Mexico,283300,42
2018-07-01,Indiana,174600,96
2019-05-01,Minnesota,228700,1255
2016-10-01,Pennsylvania,207100,497
2014-08-01,New York,137400,390
2016-11-01,Ohio,159900,69
2016-04-01,Missouri,107300,74
2020-10-01,Iowa,189300,279
2017-12-01,Nevada,184000,233
2019-04-01,Indiana,79900,73
2012-02-01,Indiana,106100,2157
2016-08-01,New York,573900,2436
2016-09-01,Vermont,207000,20
2019-06-01,Ohio,187700,12438
2018-02-01,Alabama,189000,2537
2016-03-01,Vermont,191700,535
2012-10-01,Mississippi,126100,892
2012-01-01,Louisiana,158600,585
2015-11-01,Tennessee,110000,34
2015-03-01,Kentucky,122700,235
2012-06-01,Colorado,256600,6816
2016-02-01,South Dakota,88000,3
2022-03-01,Oregon,440500,259
2020-01-01,Alaska,275800,372
2017-01-01,California,476800,22898
2020-07-01,Maryland,214700,693
2013-04-01,New Mexico,109900,1
2019-01-01,Pennsylvania,224800,276
2014-10-01,Tennessee,173200,5865
2020-09-01,Ohio,186300,125
2020-11-01,Arkansas,130300,87
2020-05-01,Maryland,329200,6178
2016-12-01,Kansas,109900,21
2012-02-01,Tennessee,128700,56
2018-01-01,Texas,232000,165
2013-01-01,Maine,126900,182
2017-06-01,Mississippi,65000,7
2019-01-01,Delaware,252200,341
2020-08-01,New Jersey,400000,10893
2014-10-01,New York,250300,432
2014-08-01,Hawaii,347900,558
2013-11-01,Nebraska,169500,94
2016-02-01,New Hampshire,217700,829
2022-02-01,Illinois,286600,468
2019-08-01,Colorado,695500,42
2014-04-01,Nebraska,143900,1235
2017-01-01,Tennessee,187400,162
2022-02-01,New Mexico,466500,167
2012-07-01,Columbia,795000,121
2013-11-01,Indiana,140200,50
2021-08-01,Indiana,249800,5434
2018-07-01,Virginia,351400,2286
2018-09-01,Nevada,293800,3979
2016-04-01,Kentucky,121300,54
2018-05-01,South Carolina,395000,26
2018-06-01,New Jersey,296100,1473
2021-09-01,Missouri,232200,7135
2014-12-01,Oregon,256800,86
2013-06-01,Missouri,94400,70
2012-07-01,New York,219900,5578
2019-11-01,Minnesota,266400,5167
2016-01-01,California,601800,770
2021-02-01,Iowa,218300,924
2019-10-01,Arizona,191200,681
2018-08-01,Louisiana,194000,61
2012-05-01,Nebraska,160700,45
2014-02-01,West Virginia,147100,186
2018-06-01,West Virginia,90000,1
2014-09-01,Virginia,300600,6204
2019-11-01,Maryland,309000,6487
2018-07-01,Mississippi,112200,25
2016-03-01,New Hampshire,180500,51
2013-06-01,Oregon,201200,307
2014-09-01,Virginia,308400,4224
2017-09-01,Tennessee,214600,214
2015-01-01,Connecticut,180500,1135
2022-03-01,Idaho,505600,1936
2017-03-01,Tennessee,187800,225
2012-02-01,Nebraska,88100,7
2022-03-01,Louisiana,257100,3626
2019-10-01,Missouri,151800,129
2014-07-01,Missouri,131000,367
2013-12-01,New Hampshire,159000,81
2017-06-01,New Hampshire,191300,244
2019-02-01,Massachusetts,435900,358
2017-05-01,Iowa,185100,1560
2014-07-01,Maryland,205700,1918
2020-05-01,Nebraska,145400,31
2019-03-01,New Hampshire,279800,1083
2021-02-01,Vermont,275400,430
2015-09-01,Delaware,228200,571
2013-09-01,Oklahoma,142300,3122
2019-08-01,Kentucky,178200,54
2014-06-01,Mississippi,137000,13
2014-05-01,Alaska,275700,493
2021-04-01,Columbia,514000,541
2020-08-01,Massachusetts,498300,6362
2021-11-01,New Mexico,489400,250
2013-11-01,Missouri,86700,45
2019-06-01,Nebraska,217400,143
2016-12-01,Pennsylvania,186000,9697
2014-09-01,Georgia,120600,51
2021-11-01,Oklahoma,110000,81
2015-02-01,Vermont,188600,375
2016-06-01,Louisiana,178800,172
2018-09-01,New York,394400,11662
2020-12-01,Massachusetts,555200,685
2014-11-01,Texas,194600,16630
2019-01-01,Arizona,203200,598
2016-04-01,Oregon,301400,5255
2021-07-01,Arizona,436100,90
2015-09-01,Minnesota,196800,164
2017-11-01,Illinois,201800,1025
2018-07-01,Ohio,168600,12456
2015-08-01,Washington,336100,9569
2013-06-01,Virginia,345300,1781
2014-01-01,New Mexico,304500,120
2013-06-01,Colorado,167700,937
2017-01-01,Arkansas,150400,1425
2020-11-01,Tennessee,251200,316
2020-11-01,Colorado,536400,5520
2020-05-01,Missouri,180600,78
2018-10-01,Alabama,196900,3186
2014-11-01,South Dakota,162500,4
2021-10-01,Ohio,230900,116
2020-09-01,Hawaii,777500,2
2015-01-01,Vermont,179400,278
2019-05-01,Mississippi,146200,21
2020-04-01,Mississippi,114500,6
2020-10-01,Texas,286300,28732
2015-01-01,Texas,141700,568
2015-07-01,New York,224000,423
2018-02-01,Rhode Island,234400,116
2014-10-01,South Carolina,185800,3866
2019-01-01,Virginia,308800,6419
2016-12-01,Oklahoma,105300,37
2014-12-01,Vermont,211000,15
2018-03-01,Iowa,162200,183
2016-11-01,New Mexico,280800,25
2021-08-01,Massachusetts,547200,9084
2021-03-01,Virginia,237800,79
2018-12-01,New Mexico,424000,166
2013-11-01,New York,214000,5896
2015-11-01,South Carolina,215200,2640
2016-01-01,Kentucky,125000,141
2015-03-01,Tennessee,184200,5417
2021-07-01,Florida,279000,3468
2017-10-01,Indiana,140300,255
2017-08-01,New Hampshire,270100,1989
2017-12-01,Oregon,298100,218
2015-05-01,Hawaii,1050000,3
2021-04-01,Wisconsin,217600,733
2016-03-01,Vermont,198800,423
2020-04-01,Oregon,376500,4275
2021-09-01,Massachusetts,617900,675
2015-04-01,Alabama,170200,2894
2016-02-01,Nevada,149900,239
2017-10-01,Kentucky,167100,3084
2015-09-01,Oregon,271300,5962
2016-11-01,Delaware,133800,48
2022-05-01,Connecticut,1624800,2
2012-04-01,New York,196300,3934
2021-10-01,Arizona,432500,9174
2018-11-01,Michigan,163100,1276
2016-12-01,Maryland,321900,4248
2016-04-01,Maine,170800,8
2015-03-01,Massachusetts,328500,4208
2014-03-01,Arizona,191900,8171
2020-12-01,Idaho,370100,2482
2017-11-01,Colorado,404500,5188
2015-04-01,Columbia,882500,100
2012-11-01,Alaska,326200,18
2014-06-01,South Dakota,161900,394
2016-08-01,Georgia,205900,12529
2017-09-01,Arkansas,147500,24
2022-01-01,Maryland,185600,46
2015-05-01,Pennsylvania,205100,6698
2019-09-01,Mississippi,181600,1231
2021-05-01,West Virginia,263100,430
2014-11-01,Utah,233200,249
2014-12-01,Alabama,162200,2123
2018-03-01,North Carolina,263800,31
2017-02-01,Wisconsin,107200,197
2021-03-01,Colorado,353900,1369
2020-12-01,Ohio,132600,452
2019-03-01,Mississippi,127200,22
2016-10-01,Colorado,238600,1043
2017-09-01,Nevada,267500,38
2018-09-01,Nevada,311500,3232
2015-10-01,Louisiana,134800,34
2020-05-01,Louisiana,259200,67
2014-05-01,Illinois,186100,13408
2021-07-01,Indiana,247300,5917
2014-04-01,New Hampshire,199200,1281
2017-07-01,Florida,203400,2652
2020-01-01,Hawaii,221500,2
2015-08-01,Michigan,128200,1706
2013-06-01,Louisiana,178300,2507
2015-01-01,Washington,297600,261
2015-02-01,North Carolina,80600,17
2012-11-01,Washington,172000,558
2013-05-01,North Carolina,159000,472
2016-10-01,Vermont,237700,18
2016-02-01,Hawaii,816700,3
2022-03-01,Nebraska,270300,1428
2013-10-01,New Jersey,260100,3618
2022-01-01,Louisiana,229000,133
2017-04-01,Missouri,148800,244
2013-06-01,Kansas,179700,2119
2021-12-01,Wisconsin,248500,5631
2012-11-01,Idaho,152300,1391
2018-07-01,New Mexico,394800,4
2016-08-01,Nebraska,114500,14
2018-01-01,South Dakota,198800,168
2019-02-01,Indiana,179600,2757
2022-04-01,California,889000,1762
2019-08-01,Kansas,223400,2593
2014-08-01,Delaware,132500,2
2013-04-01,Vermont,255400,42
2018-09-01,Arkansas,151500,44
2016-12-01,Oklahoma,154600,2928
